run_id,alpha,awc,canmx,cn2,cn3_swf,epco,esco,lat_len,latq_co,perco,petco,revap_co,surlag
104,98.2671,7.71684,16.8034,2.38443,26.4406,14.0251,129.312,8.49089,8.29688,55.2419,1.83674,13.236,35.4185
105,4.13926,1.77018,7.91064,1.43171,3.38311,3.36946,10.5815,38.527,6.76795,7.27153,1.62424,65.3585,38.4477
106,156.158,34.0816,64.1687,83.6188,1.51734,13.3165,4.98378,189.32,17.6706,26.4845,9.04026,60.2202,52.9158
107,1.44993,3.35612,1.08988,23.1444,4.6543,20.0318,36.2084,2.23885,11.9588,49.6579,1.14816,1.1692,58.5096
108,4.58442,43.003,4.62787,1.64079,111.801,96.0299,162.975,58.0322,23.6611,89.2189,15.0524,21.4004,2.51936
109,8.77176,2.05515,1.74916,9.20903,6.02744,13.4152,2.90366,4.15371,11.3152,1.16754,4.10471,15.5105,16.7567
110,44.7135,6.08368,5.21908,112.509,29.3424,1.09289,61.5224,2.45789,8.37144,1.42995,93.444,4.55959,2.63006
111,30.9351,10.1588,68.4364,4.96487,1.0475,35.8788,9.49341,6.84259,4.85159,1.19751,5.23522,1.22227,45.7157
112,22.8311,2.53609,5.43993,26.1158,13.2098,18.1056,1.92519,5.18185,16.7131,1.05593,97.1434,22.0443,17.409
113,1.64689,1.16401,6.76232,22.8194,8.94706,63.2947,18.2354,5.50298,91.0841,3.54809,32.4546,3.33463,28.2267
114,1.70756,8.88171,23.5384,19.873,13.7655,11.991,7.78031,177.097,108.403,80.9564,4.66346,172.963,12.745
115,3.4178,17.8156,36.6161,59.0802,3.80485,41.0225,3.78376,5.19939,36.99,17.0507,47.8971,35.6073,98.0731
116,40.8421,14.6151,78.2864,3.99271,1.40399,3.35058,139.857,37.0365,2.82346,2.42463,22.7186,1.6547,39.8401
117,6.4981,39.7561,80.676,7.04972,42.4531,171.628,1.65164,3.205,3.19085,1.87493,7.3286,61.3667,51.5128
118,13.8784,3.31046,130.771,1.35219,2.78968,3.60507,13.7577,24.7331,45.3132,34.0901,5.05018,1.02211,24.4286
119,33.813,48.5499,64.0944,2.04133,1.36807,10.3977,61.829,12.3271,133.308,30.8234,3.33251,1.49968,1.09408
120,33.6746,33.9588,50.3014,75.8697,4.8429,170.451,22.8276,4.05362,1.53894,1.22648,4.4735,52.2913,2.39938
121,5.10503,2.63615,148.914,3.73032,25.2384,7.41963,3.14286,42.7484,175.317,87.3633,1.81709,1.07176,6.62988
122,3.28162,2.10004,25.1357,109.882,96.7112,99.4468,60.0012,44.2947,66.7722,5.43522,41.2912,189.284,13.7651
123,70.4706,71.5678,9.21146,3.05937,1.96393,11.3866,4.89372,1.22138,2.49516,1.45564,1.01495,9.35409,11.918
124,50.2841,3.07043,2.93157,10.1077,11.2796,1.66065,153.704,20.241,2.64378,1.7776,7.40568,8.21071,81.2659
125,2.23321,1.45877,188.82,34.7613,18.6168,13.2384,62.8201,176.039,11.4067,17.487,54.621,56.0956,2.556
126,64.3308,9.66583,37.9371,31.0229,2.2034,1.19277,138.047,3.12609,4.58248,3.12075,3.00962,4.73201,1.63439
127,14.0393,1.5705,1.07349,1.55278,168.628,37.2737,2.78971,1.50138,115.828,11.4586,1.26987,1.54008,93.5915
128,4.0518,31.5784,140.892,5.11962,2.68651,2.62864,1.36236,16.6958,133.201,25.4695,1.78789,8.22938,1.49664
129,14.4254,168.124,100.149,1.81185,18.4319,57.9207,58.2301,1.50318,9.86185,174.263,10.0192,3.79026,2.03512
130,13.6096,6.51773,103.869,118.944,19.7207,1.85811,1.10419,29.3609,1.7161,1.35614,14.2456,28.9154,1.34514
131,7.14748,7.27241,1.86914,63.3681,96.6039,14.1432,13.9587,11.5394,1.97002,1.82415,187.7,13.6602,57.5607
132,15.1846,67.4388,4.78133,69.8953,1.56611,118.507,3.30822,2.83638,5.69984,1.77621,4.86544,39.7018,23.2325
133,3.32412,1.59883,5.63964,3.27098,41.9873,47.7937,22.0249,9.62824,17.3209,1.63961,90.4446,95.3401,55.295
134,4.46579,50.9101,17.182,106.597,10.0604,38.4747,47.8019,8.19267,11.4144,131.605,89.0336,2.68585,192.848
135,8.76837,1.45137,1.89745,1.79633,49.7982,2.96858,11.976,53.8979,8.70658,1.05881,4.09566,3.92853,6.95762
136,1.93653,50.422,74.3038,75.8308,1.56139,1.49868,33.1629,9.6888,62.5502,19.6392,144.687,5.26285,4.31521
137,72.8592,116.246,180.339,2.54747,6.84112,1.06757,9.62969,2.04561,46.255,5.05041,15.3247,34.416,193.546
138,92.9003,18.2574,118.261,194.864,1.82849,18.856,2.86846,14.8232,3.47471,11.9757,182.501,102.896,55.1154
139,100.527,187.879,9.29713,8.54763,24.6863,133.693,86.0443,30.293,107.756,3.25037,15.2722,9.41855,6.17646
140,1.34183,7.51931,1.91282,3.16758,55.1913,166.955,135.289,65.0785,17.3519,1.27309,3.41859,15.4534,63.7528
141,12.1381,140.51,27.9803,29.4075,16.6216,3.43571,1.70247,144.892,78.7662,15.581,1.97894,5.09104,4.18306
142,43.1619,21.2655,24.1864,22.3393,39.9126,31.8846,4.29314,3.12421,44.801,160.846,84.6969,66.6423,16.4805
143,1.12708,111.363,187.674,29.9585,35.6445,187.527,15.6755,1.35343,2.49212,77.4914,7.45406,103.073,3.00963
144,107.033,1.90014,68.8706,151.849,11.0241,6.80321,46.0533,11.0833,107.63,132.511,112.666,46.4227,43.3421
145,32.5951,3.07896,7.25465,1.37184,34.1627,6.81028,1.64575,18.1324,3.62045,16.1767,9.21132,164.686,1.99906
146,45.9178,137.338,69.7203,6.5788,27.4843,14.1532,1.17416,2.28057,33.1624,5.14619,133.763,177.479,11.9878
147,7.07781,6.10809,10.3657,3.95312,196.279,92.5229,3.39151,26.8619,1.92095,1.87946,35.6803,34.836,5.13403
148,1.28695,64.3407,61.8908,3.63654,49.7946,49.6659,139.118,141.321,9.74209,1.19768,8.54719,2.50994,6.3737
149,15.1284,17.4724,72.1018,3.42987,95.65,41.4142,1.86841,62.4146,21.7267,60.0027,27.584,2.0283,1.55405
150,25.8177,18.0313,2.8571,16.1928,59.4741,161.428,7.57872,32.491,93.9123,22.1483,16.2976,2.16366,69.5833
151,6.94134,93.2373,139.726,54.4156,1.59886,91.7054,1.54017,16.6151,9.94796,66.4195,8.07107,1.20306,161.612
152,8.08002,2.27157,8.42689,1.91986,18.7107,9.42239,6.29502,18.7821,24.9033,7.6577,7.41568,19.7378,4.21009
153,39.4643,9.5013,8.54177,5.32122,3.30211,1.64516,4.93249,6.61005,76.3231,1.85622,1.48249,111.7,59.2987
154,2.58832,16.7651,2.16966,6.17983,81.804,1.68592,1.8468,1.48347,1.09747,17.4036,6.2811,32.1767,2.85336
155,11.7066,16.5318,13.8295,24.1037,20.079,14.5627,10.3897,3.36138,1.31883,25.7389,40.6301,53.0998,31.5744
156,23.1402,1.36306,11.4768,31.5697,1.00148,1.55289,4.81022,26.9939,20.3642,1.45206,82.7693,1.652,2.79023
157,11.38,27.6867,5.01051,2.35362,142.525,16.5584,7.66158,142.22,1.79928,25.9739,26.5991,14.794,4.61447
158,1.13212,6.68929,24.1241,14.7373,57.1875,1.962,18.7935,5.51165,63.6645,22.648,31.1245,7.03463,94.2387
159,12.8437,25.55,79.8471,4.41464,24.5201,1.57957,185.203,77.3213,3.10557,1.27874,27.4578,3.67622,75.7961
160,9.84968,19.5327,101.069,1.80873,5.441,2.24394,1.31201,94.1997,150.802,2.33088,7.73222,120.336,3.68876
161,4.81544,13.1601,6.54941,18.5913,3.43022,55.0836,1.0615,6.41333,1.15126,100.542,8.71099,2.35076,16.348
162,1.64111,1.27924,180.236,14.594,6.29839,118.593,1.55428,17.7049,2.42424,42.8723,4.09006,36.158,18.5162
163,5.6734,13.4399,3.8954,61.013,34.2901,4.75793,1.35285,1.55122,24.7896,7.14884,17.8826,3.78826,2.92315
164,1.99629,26.9229,175.69,1.92366,1.51532,136.543,114.161,21.3713,7.7368,46.9261,26.2674,1.85231,9.51386
165,6.81746,18.071,3.64779,13.8583,1.76625,8.14758,3.50173,1.91496,25.1417,26.2869,4.1303,79.1349,43.8591
166,79.5738,23.6894,36.1941,197.114,26.3188,1.36143,4.3641,34.2879,2.14149,149.527,27.6744,1.79278,2.14475
167,16.435,94.8792,5.42955,9.93828,7.8634,18.1997,32.2742,7.56704,3.06476,29.1302,14.0893,44.5328,4.07018
168,1.18591,112.232,26.2748,4.66514,2.40918,104.618,6.74619,59.1988,28.1979,17.5843,2.2814,1.85874,6.00889
169,145.886,26.6062,148.418,187.05,1.76067,6.09287,133.7,3.10936,70.5439,5.05632,4.06069,8.51272,36.1917
170,3.0442,1.25245,18.0494,16.3126,13.1293,1.38907,48.1042,28.392,1.60749,53.7503,94.8625,11.4919,2.92867
171,5.52459,36.2275,15.7936,4.46047,1.05294,36.4603,65.9601,44.1173,5.28388,11.8976,5.67023,24.2579,14.0011
172,16.4083,93.958,191.836,57.2761,18.8102,2.79372,6.56116,18.2461,58.3151,138.964,66.7085,118.74,1.7787
173,134.469,94.4439,30.0654,7.42707,5.89909,52.2755,114.461,19.8965,21.2895,5.94224,95.6625,2.03615,15.6371
174,21.3754,35.4724,5.11022,3.55859,11.6176,10.7545,1.52919,5.92616,1.01404,35.8886,1.09939,2.99085,7.18361
175,15.3476,9.18867,1.18353,3.50964,19.7541,101.017,42.2721,24.8854,54.3699,103.041,1.36138,2.17336,41.6741
176,7.26532,22.5992,24.9688,2.4927,3.63442,103.703,16.0818,1.01247,17.0734,2.27002,10.58,94.7066,39.2312
177,4.22128,65.6506,5.23946,8.70594,2.62201,2.31104,2.10994,149.106,180.023,97.6199,38.3346,109.489,76.6785
178,10.4595,2.27211,36.6169,18.2609,2.51324,22.4297,2.40225,74.3338,3.12524,140.047,7.57715,12.4462,1.37462
179,28.358,2.43238,4.44138,21.7532,72.262,4.4978,63.9828,22.5452,49.3659,3.23269,1.06946,150.357,10.0958
180,13.0355,4.35831,39.9538,2.22436,3.08854,83.1501,6.01919,7.58762,3.25507,104.19,92.606,36.7323,133.639
181,122.297,2.7249,129.013,108.173,2.10964,9.24215,62.251,2.72537,70.8314,164.81,61.6932,97.1239,75.0408
182,29.3798,36.9425,3.2303,4.7359,6.61473,7.63577,34.3954,6.14001,56.3823,183.08,29.7736,165.434,29.1277
183,21.6224,44.9568,119.183,169.759,2.16148,21.0746,4.82225,5.56939,36.9742,16.4397,57.8862,102.764,63.2332
184,13.3808,173.073,106.747,1.51636,6.71539,4.79445,2.89395,23.1853,12.467,5.7482,57.987,1.56806,1.4094
185,3.02381,7.93833,2.3953,4.28566,1.23328,5.1191,83.2125,41.0592,1.22852,22.6675,34.139,8.10071,48.3927
186,3.04627,132.744,72.5588,45.6007,68.3264,176.939,124.192,23.908,125.406,3.152,78.3201,13.0511,3.09061
187,13.137,2.02338,32.1164,4.5929,17.6353,37.4232,173.96,28.4869,118.327,32.1926,103.888,77.3723,38.9589
188,102.309,1.1925,2.56783,4.6552,17.9511,3.34898,30.6792,2.40954,4.18295,3.44589,14.2996,9.86504,2.19158
189,125.562,3.68902,16.2349,159.748,4.49746,17.2501,5.48005,1.63873,3.01601,2.4841,33.9005,118.192,67.9786
190,4.22403,3.42578,123.094,8.11852,6.67598,84.5431,7.94516,50.5549,196.554,32.2041,1.74521,2.76651,1.36883
191,10.9679,1.50123,5.20955,27.9154,3.41096,195.125,2.24295,169.447,101.792,55.6836,2.67408,22.389,145.009
192,19.8647,22.9866,2.98798,64.6515,28.0281,1.01388,56.9459,12.2845,83.7634,6.4333,2.02989,4.06518,1.44567
193,3.09174,2.24188,35.031,13.8377,75.0172,3.29076,165.745,12.5747,44.8051,3.09151,1.17732,73.9923,93.3014
194,1.28986,41.3608,18.0506,59.4641,4.12835,8.3187,68.1178,57.19,123.115,25.5739,35.8876,3.89905,131.114
195,43.0239,7.82244,32.7768,4.15323,13.1396,1.41072,1.87314,96.2839,8.71931,1.12692,78.7348,148.857,77.8659
196,28.2873,164.519,39.5162,45.0891,2.75413,12.2292,78.3513,9.84444,32.892,137.185,2.2799,2.09481,13.8238
197,12.7942,1.67981,11.1959,19.2186,1.66311,55.9125,7.55223,25.7946,8.79365,26.6588,43.236,6.25323,63.6499
198,25.8173,86.1039,1.99964,74.9725,85.3741,1.71898,156.129,19.9964,47.7551,18.5438,4.54974,99.9465,5.70333
199,1.36726,53.7809,16.5682,118.209,31.2187,4.27161,1.72386,4.56998,2.77227,113.806,12.54,10.8926,5.05526
200,8.75742,7.89714,3.97738,7.30072,2.42317,8.92511,14.0319,1.84211,158.464,153.462,79.648,1.53261,31.3784
201,53.5762,81.2432,3.849,185.625,4.12724,1.17608,5.73259,18.7123,109.039,3.56537,53.8567,28.7636,13.9739
202,1.74514,4.19343,139.637,61.5524,7.5181,1.94737,82.5129,47.4026,104.442,2.78143,4.71626,46.8601,18.437
203,41.807,7.38181,3.12696,6.89139,5.75882,13.9989,1.01806,7.75396,123.685,4.82362,83.3212,37.1324,16.7304
204,1.56511,9.18085,6.10861,127.586,28.7819,1.73474,37.6208,182.651,173.759,2.38838,175.859,192.225,64.7677
205,1.40026,3.72022,4.76845,138.743,1.32056,31.3933,1.2495,52.7949,103.53,2.80494,142.809,155.366,2.70616
206,2.66987,157.058,35.1549,88.5738,72.1142,23.5331,1.41497,161.313,191.751,12.837,11.1537,28.0284,9.40514
207,83.6788,2.72633,1.13547,3.50573,8.24259,2.44057,59.9761,133.982,9.74268,21.4135,2.93304,13.8609,2.26897
208,22.786,14.855,11.2025,3.55288,10.082,134.399,9.90361,24.9042,166.646,68.8707,8.80762,21.617,56.7111
209,111.887,9.29369,21.388,6.03475,45.4725,16.9182,11.5603,2.11981,167.873,1.31172,28.0998,7.94091,9.84088
210,153.835,3.65126,28.9632,44.8309,7.72118,2.17,63.0736,27.1034,4.81116,127.321,4.38926,3.5383,1.26054
211,1.11354,1.43843,2.99661,23.6436,163.521,58.1031,49.3632,28.7128,4.28935,16.3947,14.5891,32.4786,32.044
212,24.8483,67.8863,2.28229,46.0919,153.683,114.485,9.21792,133.808,15.9576,39.4603,142.29,50.6254,16.0102
213,14.1447,23.1194,7.8606,16.6657,3.65082,6.32433,102.655,3.02235,29.7215,90.8141,29.2155,7.07585,12.828
