real_name,obd_irr_paddy_20160531,obd_irr_paddy_20160630,obd_irr_paddy_20160731,obd_irr_paddy_20160831,obd_irr_paddy_20160930,obd_irr_paddy_20170531,obd_irr_paddy_20170630,obd_irr_paddy_20170731,obd_irr_paddy_20170831,obd_irr_paddy_20170930,obd_irr_paddy_20180531,obd_irr_paddy_20180630,obd_irr_paddy_20180731,obd_irr_paddy_20180831,obd_irr_paddy_20180930,obd_irr_paddy_20190531,obd_irr_paddy_20190630,obd_irr_paddy_20190731,obd_irr_paddy_20190831,obd_irr_paddy_20190930,obd_irr_paddy_20200531,obd_irr_paddy_20200630,obd_irr_paddy_20200731,obd_irr_paddy_20200831,obd_irr_paddy_20200930,obd_irr_paddy_20210531,obd_irr_paddy_20210630,obd_irr_paddy_20210731,obd_irr_paddy_20210831,obd_irr_paddy_20210930,obd_irr_paddy_20220531,obd_irr_paddy_20220630,obd_irr_paddy_20220731,obd_irr_paddy_20220831,obd_irr_paddy_20220930
10,431.125,470.354,633.562,535.211,178.559,448.961,464.436,620.609,537.934,159.414,432.058,431.339,645.853,567.289,168.113,431.935,461.684,640.75,566.904,170.641,402.132,442.72,602.149,567.41,174.967,421.608,422.305,589.435,525.851,146.299,437.552,468.063,623.345,599.373,182.416
11,431.379,470.612,633.767,535.519,178.707,449.216,464.699,620.798,538.291,159.501,432.28,431.615,646.083,567.923,168.204,432.163,461.926,640.972,567.338,170.749,402.357,442.971,602.315,567.842,175.074,421.825,422.499,589.623,526.169,146.374,437.84,468.319,623.536,600.281,182.614
12,431.743,470.979,634.066,535.757,178.815,449.579,465.074,621.061,538.558,159.605,432.596,432.008,646.416,568.198,168.307,432.487,462.272,641.295,567.613,170.868,402.679,443.33,602.581,568.125,175.18,422.136,422.777,589.889,526.4,146.464,438.25,468.692,623.809,600.647,182.753
13,431.429,470.661,633.915,535.709,178.809,449.265,464.75,621.018,538.667,159.613,432.322,431.668,646.237,568.615,168.27,432.206,461.973,641.126,567.793,170.959,402.401,443.021,602.579,568.165,175.154,421.867,422.54,589.771,526.505,146.479,437.895,468.382,623.754,601.463,182.904
14,431.489,470.723,633.853,535.519,178.703,449.326,464.812,620.87,538.266,159.511,432.375,431.733,646.179,567.767,168.22,432.261,462.03,641.066,567.275,170.741,402.454,443.079,602.386,567.809,175.085,421.919,422.582,589.702,526.144,146.383,437.964,468.431,623.614,600.007,182.576
15,431.24,470.471,633.666,535.466,178.684,449.077,464.555,620.742,538.291,159.482,432.158,431.464,645.968,568.027,168.177,432.038,461.793,640.861,567.321,170.735,402.234,442.834,602.249,567.841,175.054,421.706,422.393,589.53,526.164,146.356,437.682,468.177,623.444,600.48,182.629
16,431.173,470.403,633.598,535.234,178.569,449.01,464.486,620.641,537.945,159.416,432.1,431.392,645.894,567.295,168.122,431.978,461.73,640.789,566.913,170.633,402.175,442.768,602.172,567.434,174.975,421.649,422.342,589.47,525.863,146.302,437.607,468.11,623.377,599.357,182.41
17,431.076,470.304,633.568,535.391,178.662,448.912,464.385,620.727,538.378,159.512,432.015,431.286,645.87,568.17,168.162,431.891,461.637,640.758,567.413,170.829,402.089,442.673,602.261,567.785,175.036,421.566,422.271,589.442,526.201,146.382,437.497,468.022,623.38,600.805,182.724
18,433.842,473.102,635.808,537.245,179.508,451.678,467.241,622.666,540.265,160.213,434.424,434.277,648.349,570.19,168.918,434.59,464.268,643.173,569.382,171.543,404.534,445.401,604.177,569.993,175.82,423.931,424.538,591.444,527.868,146.999,440.618,470.84,625.407,603.303,183.62
19,431.276,470.507,633.746,535.548,178.735,449.113,464.592,620.837,538.512,159.566,432.189,431.503,646.067,568.379,168.222,432.07,461.827,640.949,567.598,170.9,402.266,442.87,602.429,567.965,175.098,421.737,422.424,589.606,526.353,146.437,437.723,468.227,623.553,601.091,182.814
20,431.112,470.341,633.559,535.194,178.552,448.948,464.422,620.606,537.937,159.425,432.046,431.325,645.848,567.27,168.114,431.923,461.671,640.744,566.906,170.669,402.121,442.708,602.17,567.386,174.966,421.596,422.296,589.426,525.849,146.309,437.537,468.053,623.343,599.373,182.434
21,431.189,470.419,633.622,535.418,178.662,449.026,464.502,620.678,538.194,159.458,432.114,431.409,645.915,567.859,168.156,431.992,461.745,640.809,567.238,170.71,402.189,442.783,602.195,567.734,175.028,421.662,422.353,589.487,526.084,146.337,437.625,468.125,623.399,600.225,182.574
22,431.365,470.597,633.758,535.535,178.715,449.202,464.684,620.864,538.433,159.523,432.267,431.599,646.09,568.232,168.217,432.15,461.912,640.98,567.47,170.78,402.345,442.957,602.353,567.976,175.095,421.813,422.488,589.632,526.283,146.39,437.824,468.305,623.547,600.761,182.698
23,435.435,474.712,637.07,538.408,179.95,453.27,468.884,623.76,541.226,160.579,435.81,435.997,649.763,571.107,169.333,436.012,465.78,644.547,570.385,171.884,405.942,447.685,605.203,571.136,176.242,425.291,425.749,592.601,528.727,147.315,442.414,472.456,626.566,604.324,184.029
24,431.211,470.441,633.739,535.563,178.744,449.048,464.525,620.859,538.52,159.563,432.133,431.433,646.042,568.443,168.212,432.012,461.766,640.935,567.643,170.915,402.209,442.807,602.44,567.984,175.094,421.681,422.375,589.609,526.372,146.437,437.65,468.163,623.591,601.252,182.839
25,434.199,473.463,636.049,537.388,179.558,452.035,467.61,622.843,540.259,160.214,434.735,434.662,648.63,570.09,168.976,434.909,464.607,643.446,569.388,171.469,404.85,445.752,604.266,570.107,175.872,424.236,424.805,591.693,527.892,146.995,441.021,471.189,625.63,602.944,183.532
26,431.262,470.492,633.686,535.438,178.675,449.098,464.577,620.723,538.255,159.504,432.177,431.487,645.989,567.85,168.183,432.057,461.814,640.879,567.299,170.788,402.253,442.856,602.288,567.744,175.051,421.725,422.411,589.537,526.128,146.378,437.707,468.207,623.461,600.253,182.632
27,431.294,470.525,633.695,535.312,178.605,449.13,464.611,620.729,538.025,159.445,432.205,431.522,646.002,567.384,168.154,432.086,461.844,640.895,566.996,170.661,402.282,442.887,602.254,567.529,175.009,421.752,422.434,589.559,525.934,146.327,437.743,468.233,623.467,599.465,182.446
28,430.866,470.092,633.349,534.886,178.399,448.702,464.168,620.432,537.558,159.302,431.832,431.059,645.615,566.921,168.028,431.703,461.437,640.52,566.578,170.517,401.903,442.464,601.956,567.041,174.861,421.386,422.107,589.244,525.635,146.224,437.26,467.796,623.155,599.058,182.302
29,431.308,470.54,633.751,535.527,178.722,449.145,464.626,620.805,538.403,159.543,432.218,431.538,646.046,568.095,168.211,432.099,461.858,640.936,567.44,170.845,402.295,442.902,602.374,567.888,175.086,421.765,422.448,589.58,526.247,146.414,437.76,468.257,623.512,600.65,182.726
30,432.482,471.727,634.658,536.203,179.016,450.318,465.837,621.593,539.003,159.771,433.24,432.806,647.077,568.623,168.498,433.148,462.974,641.939,568.052,171.011,403.332,444.058,603.077,568.651,175.374,422.768,423.497,590.432,526.785,146.608,439.083,469.442,624.353,601.104,182.932
31,431.451,470.684,633.822,535.42,178.654,449.287,464.773,620.842,538.138,159.483,432.342,431.692,646.143,567.516,168.197,432.226,461.994,641.032,567.115,170.698,402.42,443.041,602.36,567.662,175.054,421.886,422.553,589.674,526.032,146.361,437.92,468.392,623.583,599.625,182.497
32,430.993,470.221,633.501,535.327,178.638,448.83,464.3,620.655,538.339,159.509,431.944,431.198,645.793,568.083,168.145,431.818,461.559,640.685,567.375,170.847,402.016,442.592,602.256,567.711,175.018,421.495,422.21,589.371,526.16,146.386,437.404,467.943,623.315,600.717,182.722
33,430.928,470.155,633.428,535.095,178.521,448.764,464.233,620.491,537.901,159.421,431.886,431.127,645.697,567.203,168.08,431.759,461.497,640.596,566.866,170.708,401.958,442.527,602.13,567.261,174.93,421.439,422.159,589.291,525.788,146.313,437.33,467.875,623.224,599.363,182.453
34,431.406,470.639,633.785,535.39,178.64,449.243,464.727,620.81,538.104,159.471,432.303,431.644,646.103,567.477,168.184,432.187,461.952,640.993,567.079,170.685,402.381,442.998,602.329,567.624,175.041,421.849,422.519,589.641,526.003,146.35,437.87,468.347,623.55,599.575,182.48
35,431.392,470.624,633.774,535.475,178.684,449.228,464.712,620.8,538.229,159.492,432.29,431.628,646.092,567.761,168.198,432.174,461.938,640.98,567.246,170.729,402.368,442.983,602.32,567.764,175.063,421.836,422.508,589.631,526.112,146.367,437.854,468.332,623.542,600.024,182.567
36,431.358,470.59,633.746,535.361,178.627,449.195,464.677,620.775,538.076,159.461,432.261,431.591,646.06,567.45,168.172,432.143,461.905,640.951,567.051,170.676,402.338,442.95,602.296,567.59,175.028,421.807,422.482,589.606,525.978,146.34,437.815,468.297,623.514,599.546,182.469
37,431.432,470.665,633.828,535.398,178.653,449.268,464.753,620.848,538.184,159.523,432.325,431.672,646.144,567.516,168.208,432.209,461.976,641.032,567.162,170.787,402.404,443.024,602.433,567.635,175.061,421.87,422.542,589.662,526.055,146.399,437.899,468.383,623.589,599.723,182.57
38,431.683,470.919,634.018,535.716,178.797,449.52,465.013,621.019,538.519,159.593,432.544,431.943,646.363,568.152,168.292,432.434,462.215,641.243,567.573,170.858,402.626,443.271,602.545,568.076,175.164,422.085,422.731,589.846,526.365,146.453,438.182,468.632,623.766,600.595,182.738
39,431.536,470.77,633.891,535.595,178.74,449.373,464.861,620.904,538.362,159.534,432.416,431.784,646.223,567.951,168.241,432.302,462.075,641.107,567.397,170.776,402.496,443.126,602.419,567.919,175.111,421.959,422.618,589.737,526.23,146.403,438.016,468.479,623.65,600.284,182.637
40,430.99,470.218,633.46,535.098,178.507,448.827,464.297,620.517,537.828,159.388,431.941,431.194,645.737,567.134,168.077,431.815,461.556,640.637,566.79,170.626,402.013,442.588,602.081,567.264,174.927,421.493,422.204,589.336,525.757,146.277,437.401,467.929,623.251,599.22,182.384
41,431.41,470.643,633.789,535.386,178.638,449.247,464.731,620.813,538.099,159.471,432.306,431.648,646.106,567.465,168.185,432.19,461.955,640.996,567.074,170.685,402.384,443.001,602.332,567.618,175.04,421.852,422.522,589.644,526,146.35,437.874,468.351,623.553,599.563,182.479
42,438.782,478.094,639.794,540.779,181.023,456.616,472.335,626.237,543.74,161.428,438.722,439.612,652.798,574.073,170.258,439,468.959,647.486,572.966,172.71,408.901,451.296,607.495,574.045,177.212,428.151,428.292,595.069,530.934,148.046,446.116,475.851,629.065,608.089,185.181
43,431.063,470.292,633.537,535.165,178.552,448.9,464.372,620.589,537.963,159.449,432.004,431.273,645.818,567.255,168.114,431.88,461.625,640.715,566.932,170.732,402.078,442.661,602.222,567.34,174.963,421.555,422.262,589.391,525.849,146.338,437.483,468.012,623.324,599.426,182.483
44,431.229,470.46,633.664,535.272,178.597,449.066,464.544,620.701,538.055,159.474,432.149,431.452,645.961,567.378,168.153,432.028,461.783,640.855,567.027,170.74,402.225,442.824,602.294,567.482,175.006,421.697,422.388,589.513,525.94,146.356,437.67,468.177,623.439,599.545,182.508
45,431.532,470.766,633.923,535.663,178.788,449.369,464.856,621.016,538.671,159.632,432.412,431.78,646.267,568.44,168.287,432.299,462.071,641.15,567.715,170.957,402.492,443.123,602.595,568.126,175.165,421.956,422.62,589.758,526.465,146.492,438.012,468.489,623.7,601.147,182.871
46,431.059,470.287,633.531,535.311,178.624,448.896,464.368,620.587,538.154,159.471,432.001,431.269,645.814,567.727,168.134,431.876,461.621,640.709,567.194,170.775,402.074,442.656,602.189,567.592,175.001,421.551,422.258,589.389,526.027,146.353,437.478,468.005,623.32,600.132,182.6
47,431.167,470.397,633.591,535.207,178.555,449.004,464.48,620.635,537.903,159.405,432.095,431.386,645.886,567.233,168.115,431.973,461.724,640.783,566.869,170.614,402.17,442.762,602.163,567.395,174.967,421.644,422.337,589.466,525.832,146.293,437.601,468.103,623.372,599.298,182.392
48,437.39,476.688,638.636,539.799,180.576,455.225,470.901,625.247,542.766,161.071,437.511,438.109,651.543,573.07,169.879,437.758,467.638,646.273,571.979,172.352,407.671,449.918,606.532,572.946,176.821,426.963,427.234,594.057,530.083,147.736,444.543,474.435,628.036,606.832,184.732
49,431.652,470.887,633.985,535.541,178.708,449.489,464.981,620.989,538.262,159.532,432.517,431.909,646.325,567.641,168.251,432.406,462.185,641.209,567.244,170.746,402.598,443.24,602.501,567.806,175.108,422.059,422.707,589.822,526.143,146.403,438.147,468.597,623.733,599.79,182.559
50,431.534,470.767,633.933,535.718,178.8,449.37,464.858,620.993,538.578,159.57,432.414,431.781,646.283,568.539,168.273,432.3,462.072,641.159,567.691,170.848,402.493,443.123,602.498,568.171,175.153,421.957,422.616,589.799,526.452,146.438,438.013,468.476,623.727,601.186,182.801
51,431.467,470.7,633.848,535.369,178.628,449.303,464.789,620.865,538.103,159.501,432.356,431.709,646.167,567.417,168.204,432.24,462.009,641.057,567.089,170.74,402.435,443.058,602.418,567.586,175.052,421.9,422.567,589.687,526.019,146.38,437.938,468.415,623.605,599.635,182.536
52,431.27,470.501,633.688,535.381,178.642,449.106,464.586,620.722,538.166,159.486,432.184,431.496,645.992,567.646,168.172,432.064,461.822,640.883,567.174,170.749,402.26,442.864,602.28,567.646,175.034,421.732,422.417,589.542,526.047,146.361,437.716,468.214,623.462,599.921,182.563
53,435.358,474.634,636.998,538.419,179.947,453.193,468.805,623.786,541.304,160.543,435.743,435.914,649.71,571.484,169.319,435.943,465.707,644.494,570.456,171.813,405.874,447.608,605.126,571.279,176.238,425.226,425.687,592.571,528.81,147.279,442.328,472.366,626.533,604.835,184.047
54,431.055,470.283,633.5,535.191,178.551,448.892,464.364,620.554,537.906,159.39,431.997,431.264,645.786,567.304,168.093,431.872,461.617,640.684,566.883,170.61,402.071,442.651,602.084,567.395,174.95,421.548,422.251,589.383,525.828,146.279,437.474,467.989,623.29,599.39,182.394
55,433.723,472.982,635.697,537.115,179.447,451.559,467.118,622.536,540.072,160.159,434.32,434.148,648.227,569.889,168.872,434.484,464.154,643.054,569.2,171.478,404.429,445.284,604.05,569.791,175.766,423.829,424.447,591.348,527.705,146.951,440.484,470.718,625.305,602.849,183.51
56,431.167,470.396,633.591,535.338,178.622,449.003,464.479,620.636,538.085,159.437,432.094,431.385,645.889,567.629,168.138,431.972,461.724,640.782,567.105,170.675,402.169,442.761,602.162,567.604,175.003,421.644,422.337,589.465,525.988,146.319,437.6,468.103,623.375,599.867,182.503
57,431.313,470.545,633.729,535.493,178.696,449.15,464.631,620.77,538.299,159.509,432.222,431.543,646.035,567.945,168.196,432.103,461.863,640.924,567.351,170.784,402.299,442.906,602.308,567.82,175.068,421.769,422.45,589.577,526.173,146.38,437.765,468.257,623.498,600.37,182.646
58,436.397,475.685,637.827,538.964,180.193,454.232,469.877,624.44,541.724,160.757,436.647,437.037,650.608,571.529,169.563,436.871,466.695,645.374,570.862,171.996,406.793,448.935,605.786,571.782,176.477,426.114,426.478,593.305,529.156,147.465,443.42,473.424,627.258,604.7,184.182
59,430.988,470.216,633.548,535.425,178.667,448.825,464.295,620.723,538.307,159.45,431.939,431.192,645.852,568.29,168.132,431.813,461.554,640.736,567.394,170.733,402.012,442.585,602.188,567.826,175.014,421.491,422.201,589.468,526.178,146.326,437.398,467.921,623.449,600.943,182.671
60,431.182,470.412,633.628,535.333,178.631,449.019,464.495,620.669,538.16,159.49,432.108,431.401,645.922,567.624,168.157,431.986,461.738,640.814,567.167,170.78,402.183,442.777,602.272,567.588,175.019,421.656,422.352,589.478,526.026,146.369,437.617,468.13,623.408,599.943,182.584
61,431.298,470.529,633.697,535.303,178.6,449.135,464.615,620.73,538.006,159.439,432.209,431.526,646.004,567.356,168.152,432.09,461.848,640.897,566.977,170.649,402.285,442.891,602.252,567.514,175.006,421.756,422.437,589.562,525.92,146.322,437.748,468.236,623.469,599.435,182.437
62,431.204,470.434,633.672,535.502,178.701,449.041,464.518,620.76,538.333,159.484,432.127,431.425,645.991,568.294,168.183,432.006,461.759,640.875,567.457,170.765,402.202,442.798,602.275,567.91,175.06,421.675,422.365,589.564,526.25,146.364,437.642,468.141,623.493,600.878,182.694
63,431.406,470.639,633.789,535.398,178.644,449.243,464.727,620.812,538.125,159.481,432.303,431.644,646.106,567.503,168.188,432.186,461.951,640.996,567.103,170.704,402.381,442.998,602.338,567.637,175.045,421.848,422.52,589.641,526.019,146.357,437.87,468.348,623.552,599.631,182.5
64,435.758,475.038,637.318,538.556,180.008,453.593,469.217,623.982,541.316,160.617,436.091,436.346,650.04,571.112,169.399,436.3,466.087,644.82,570.454,171.879,406.227,448.302,605.369,571.293,176.307,425.568,425.993,592.837,528.807,147.344,442.697,472.778,626.789,604.222,184.023
65,431.547,470.781,633.925,535.513,178.71,449.384,464.873,620.936,538.327,159.568,432.426,431.796,646.252,567.708,168.247,432.312,462.086,641.136,567.318,170.847,402.506,443.138,602.53,567.781,175.106,421.969,422.631,589.747,526.172,146.439,438.029,468.503,623.679,599.987,182.647
66,431.085,470.314,633.615,535.478,178.692,448.921,464.395,620.774,538.354,159.472,432.023,431.297,645.924,568.328,168.156,431.899,461.646,640.809,567.445,170.754,402.097,442.681,602.25,567.899,175.041,421.574,422.274,589.532,526.231,146.347,437.507,468.019,623.501,600.995,182.696
67,431.41,470.643,633.797,535.38,178.635,449.247,464.731,620.819,538.114,159.487,432.306,431.648,646.113,567.464,168.19,432.19,461.955,641.003,567.091,170.718,402.384,443.002,602.357,567.61,175.045,421.852,422.523,589.644,526.01,146.363,437.874,468.354,623.559,599.606,182.509
68,431.596,470.83,633.969,535.707,178.795,449.432,464.922,620.994,538.545,159.593,432.468,431.849,646.296,568.248,168.28,432.356,462.132,641.179,567.597,170.876,402.549,443.185,602.526,568.089,175.157,422.01,422.666,589.788,526.383,146.454,438.084,468.546,623.714,600.787,182.773
69,431.42,470.653,633.797,535.401,178.645,449.257,464.741,620.82,538.118,159.476,432.315,431.659,646.116,567.495,168.189,432.199,461.965,641.005,567.095,170.691,402.394,443.011,602.339,567.639,175.046,421.86,422.53,589.652,526.015,146.354,437.886,468.361,623.561,599.6,182.488
70,431.454,470.687,633.835,535.59,178.74,449.291,464.776,620.867,538.375,159.525,432.345,431.696,646.154,568.049,168.228,432.229,461.997,641.041,567.426,170.777,402.424,443.045,602.377,567.938,175.102,421.89,422.556,589.681,526.242,146.395,437.924,468.395,623.595,600.461,182.659
71,431.423,470.655,633.833,535.396,178.659,449.259,464.744,620.855,538.216,159.547,432.317,431.662,646.146,567.517,168.214,432.201,461.967,641.034,567.198,170.839,402.395,443.015,602.492,567.616,175.066,421.862,422.537,589.656,526.067,146.425,437.888,468.381,623.594,599.784,182.615
72,431.265,470.495,633.683,535.386,178.645,449.101,464.58,620.717,538.17,159.485,432.18,431.491,645.987,567.668,168.171,432.06,461.817,640.878,567.184,170.749,402.256,442.858,602.273,567.655,175.035,421.727,422.413,589.538,526.053,146.36,437.71,468.209,623.458,599.954,182.567
73,431.34,470.572,633.731,535.474,178.686,449.177,464.659,620.761,538.234,159.484,432.246,431.573,646.046,567.831,168.189,432.128,461.889,640.935,567.271,170.727,402.323,442.933,602.281,567.778,175.057,421.792,422.469,589.593,526.12,146.361,437.796,468.279,623.505,600.139,182.579
74,431.009,470.237,633.487,535.242,178.59,448.846,464.316,620.543,538.071,159.451,431.957,431.215,645.766,567.569,168.114,431.832,461.574,640.663,567.087,170.746,402.03,442.607,602.15,567.489,174.977,421.509,422.22,589.351,525.949,146.335,437.422,467.954,623.28,599.896,182.549
75,431.203,470.433,633.648,535.26,178.594,449.04,464.517,620.688,538.057,159.479,432.126,431.425,645.942,567.37,168.15,432.005,461.759,640.836,567.03,170.757,402.202,442.799,602.304,567.461,175.002,421.675,422.369,589.494,525.934,146.363,437.641,468.154,623.425,599.552,182.52
76,431.262,470.493,633.668,535.325,178.613,449.098,464.578,620.704,538.047,159.442,432.177,431.488,645.973,567.456,168.15,432.057,461.814,640.866,567.029,170.662,402.253,442.855,602.228,567.558,175.008,421.725,422.409,589.535,525.952,146.324,437.707,468.199,623.444,599.579,182.461
77,431.106,470.335,633.556,535.378,178.644,448.942,464.416,620.642,538.191,159.447,432.041,431.319,645.846,567.913,168.139,431.918,461.666,640.742,567.218,170.699,402.116,442.701,602.154,567.729,175.015,421.591,422.29,589.431,526.077,146.326,437.531,468.041,623.343,600.331,182.581
78,431.501,470.735,633.863,535.42,178.652,449.338,464.825,620.879,538.127,159.488,432.386,431.747,646.188,567.474,168.207,432.272,462.042,641.077,567.105,170.699,402.465,443.091,602.396,567.654,175.06,421.93,422.592,589.711,526.03,146.366,437.978,468.443,623.62,599.613,182.502
79,434.862,474.133,636.59,537.931,179.721,452.698,468.293,623.327,540.633,160.375,435.311,435.378,649.23,570.351,169.147,435.5,465.236,644.031,569.742,171.621,405.436,446.405,604.737,570.53,176.044,424.802,425.311,592.18,528.218,147.135,441.769,471.865,626.12,603.228,183.693
80,431.073,470.301,633.623,535.465,178.702,448.909,464.382,620.743,538.423,159.536,432.012,431.283,645.925,568.345,168.178,431.888,461.634,640.808,567.55,170.9,402.086,442.67,602.359,567.859,175.056,421.563,422.27,589.496,526.288,146.418,437.494,468.024,623.474,601.103,182.806
81,434.623,473.892,636.426,537.674,179.614,452.459,468.047,623.182,540.423,160.352,435.104,435.121,649.033,569.924,169.088,435.287,465.01,643.845,569.506,171.649,405.225,446.171,604.707,570.169,175.968,424.598,425.133,592.006,527.998,147.124,441.499,471.637,625.966,602.827,183.659
82,431.095,470.324,633.62,535.484,178.694,448.932,464.405,620.776,538.354,159.473,432.032,431.307,645.929,568.327,168.159,431.908,461.655,640.815,567.446,170.754,402.106,442.691,602.252,567.902,175.043,421.582,422.282,589.536,526.234,146.347,437.519,468.029,623.504,600.991,182.696
83,431.131,470.36,633.578,535.395,178.652,448.968,464.442,620.661,538.21,159.454,432.063,431.346,645.869,567.933,168.147,431.94,461.69,640.765,567.238,170.707,402.138,442.726,602.172,567.75,175.023,421.613,422.309,589.449,526.093,146.332,437.56,468.066,623.362,600.358,182.591
84,431.097,470.326,633.556,535.39,178.65,448.934,464.407,620.711,538.291,159.462,432.034,431.309,645.863,568.114,168.148,431.91,461.657,640.753,567.326,170.724,402.108,442.692,602.18,567.789,175.024,421.584,422.283,589.449,526.145,146.334,437.521,468.031,623.366,600.627,182.632
85,432.776,472.024,634.958,536.542,179.192,450.612,466.14,621.893,539.53,159.955,433.495,433.124,647.387,569.329,168.629,433.41,463.253,642.238,568.613,171.297,403.591,444.35,603.472,569.112,175.52,423.019,423.727,590.66,527.208,146.777,439.414,469.758,624.62,602.263,183.285
86,431.467,470.7,633.835,535.469,178.678,449.303,464.789,620.854,538.201,159.497,432.356,431.709,646.159,567.635,168.208,432.241,462.009,641.047,567.192,170.72,402.435,443.057,602.372,567.733,175.069,421.9,422.565,589.686,526.087,146.372,437.938,468.408,623.596,599.812,182.536
87,431.265,470.496,633.683,535.423,178.663,449.102,464.581,620.718,538.219,159.493,432.18,431.491,645.989,567.788,168.178,432.06,461.817,640.879,567.255,170.766,402.256,442.859,602.273,567.716,175.045,421.728,422.414,589.538,526.1,146.368,437.711,468.209,623.459,600.141,182.602
88,431.695,470.931,634.053,535.52,178.71,449.531,465.025,621.063,538.39,159.609,432.554,431.956,646.398,567.614,168.281,432.445,462.226,641.273,567.319,170.881,402.636,443.284,602.672,567.812,175.136,422.095,422.744,589.856,526.199,146.475,438.196,468.657,623.802,600.016,182.693
89,431.364,470.596,633.759,535.52,178.708,449.201,464.683,620.795,538.298,159.5,432.266,431.598,646.071,567.949,168.201,432.149,461.911,640.96,567.347,170.751,402.344,442.956,602.31,567.849,175.074,421.812,422.487,589.613,526.175,146.374,437.822,468.304,623.526,600.326,182.621
90,431.33,470.562,633.728,535.489,178.694,449.167,464.648,620.764,538.261,159.489,432.237,431.562,646.04,567.895,168.19,432.119,461.879,640.929,567.308,170.739,402.314,442.923,602.283,567.807,175.062,421.784,422.461,589.587,526.143,146.364,437.784,468.269,623.5,600.249,182.601
