real_name,obd_irr_paddy_20160531,obd_irr_paddy_20160630,obd_irr_paddy_20160731,obd_irr_paddy_20160831,obd_irr_paddy_20160930,obd_irr_paddy_20170531,obd_irr_paddy_20170630,obd_irr_paddy_20170731,obd_irr_paddy_20170831,obd_irr_paddy_20170930,obd_irr_paddy_20180531,obd_irr_paddy_20180630,obd_irr_paddy_20180731,obd_irr_paddy_20180831,obd_irr_paddy_20180930,obd_irr_paddy_20190531,obd_irr_paddy_20190630,obd_irr_paddy_20190731,obd_irr_paddy_20190831,obd_irr_paddy_20190930,obd_irr_paddy_20200531,obd_irr_paddy_20200630,obd_irr_paddy_20200731,obd_irr_paddy_20200831,obd_irr_paddy_20200930,obd_irr_paddy_20210531,obd_irr_paddy_20210630,obd_irr_paddy_20210731,obd_irr_paddy_20210831,obd_irr_paddy_20210930,obd_irr_paddy_20220531,obd_irr_paddy_20220630,obd_irr_paddy_20220731,obd_irr_paddy_20220831,obd_irr_paddy_20220930
10,432.371,471.615,634.56,536.041,178.937,450.208,465.723,621.499,538.474,159.589,433.143,432.686,646.857,568.113,168.338,433.049,462.868,641.732,567.553,170.611,403.234,443.942,602.62,568.402,175.217,422.673,423.391,590.341,526.304,146.415,438.959,469.259,624.267,600.153,182.556
11,432.481,471.725,634.655,536.26,179.045,450.317,465.836,621.591,538.677,159.63,433.239,432.804,646.935,568.623,168.37,433.146,462.972,641.807,567.869,170.684,403.331,444.048,602.617,568.708,175.264,422.767,423.47,590.422,526.463,146.441,439.082,469.354,624.356,600.938,182.685
12,430.329,469.549,632.907,534.811,178.384,448.166,463.614,620.02,537.216,159.101,431.365,430.478,645.019,566.951,167.804,431.224,460.927,639.942,566.303,170.15,401.43,441.928,601.214,566.962,174.675,420.928,421.677,588.842,525.196,145.989,436.655,467.181,622.755,598.82,182.01
13,432.798,472.046,634.996,536.636,179.219,450.634,466.163,621.987,539.5,159.86,433.514,433.147,647.442,569.651,168.61,433.43,463.274,642.296,568.642,171.116,403.611,444.368,603.364,569.282,175.511,423.038,423.734,590.779,527.248,146.687,439.439,469.751,624.759,602.563,183.196
14,432.822,472.071,634.926,536.413,179.111,450.658,466.188,621.827,538.815,159.699,433.536,433.173,647.239,568.658,168.451,433.452,463.297,642.104,567.987,170.739,403.633,444.385,602.847,568.87,175.341,423.059,423.73,590.67,526.593,146.503,439.468,469.702,624.605,600.899,182.726
15,431.779,471.016,634.08,535.796,178.834,449.616,465.112,621.126,538.272,159.466,432.628,432.046,646.312,568.282,168.19,432.52,462.306,641.202,567.429,170.522,402.711,443.357,602.161,568.25,175.083,422.168,422.777,589.916,526.096,146.296,438.291,468.64,623.846,600.578,182.512
16,432.438,471.682,634.614,536.076,178.953,450.274,465.791,621.547,538.457,159.588,433.202,432.758,646.899,568.116,168.338,433.109,462.932,641.774,567.567,170.609,403.293,444.007,602.609,568.439,175.218,422.73,423.439,590.389,526.29,146.411,439.034,469.316,624.317,600.146,182.537
17,431.18,470.409,633.627,535.461,178.682,449.016,464.493,620.735,538.247,159.423,432.106,431.399,645.918,568.176,168.142,431.984,461.736,640.806,567.283,170.621,402.181,442.772,602.137,567.856,175.02,421.655,422.341,589.523,526.113,146.284,437.614,468.096,623.445,600.585,182.573
18,438.782,478.094,639.768,540.759,181.014,456.616,472.335,626.235,543.722,161.395,438.722,439.612,652.788,574.118,170.248,439,468.959,647.476,572.94,172.655,408.901,451.295,607.458,574.069,177.204,428.151,428.289,595.07,530.912,148.018,446.116,475.843,629.07,608.072,185.133
19,431.824,471.062,634.163,535.914,178.889,449.661,465.158,621.192,538.721,159.596,432.667,432.096,646.528,568.751,168.335,432.56,462.349,641.399,567.832,170.842,402.75,443.409,602.639,568.405,175.219,422.206,422.834,590.013,526.578,146.461,438.342,468.76,623.947,601.354,182.828
20,431.581,470.815,633.919,535.51,178.695,449.417,464.907,620.923,538.001,159.415,432.455,431.832,646.178,567.523,168.154,432.342,462.117,641.07,566.997,170.461,402.535,443.164,602.184,567.759,175.021,421.997,422.637,589.763,525.904,146.273,438.067,468.475,623.68,599.433,182.354
21,432.872,472.121,634.982,536.551,179.178,450.708,466.239,621.894,538.993,159.736,433.579,433.227,647.293,569.018,168.483,433.496,463.344,642.155,568.195,170.795,403.677,444.434,602.902,569.071,175.383,423.102,423.768,590.713,526.735,146.533,439.523,469.752,624.652,601.462,182.841
22,432.386,471.63,634.582,536.225,179.03,450.222,465.738,621.604,538.765,159.632,433.156,432.701,646.874,568.876,168.364,433.062,462.882,641.747,567.94,170.695,403.247,443.954,602.605,568.775,175.261,422.686,423.398,590.376,526.512,146.438,438.975,469.257,624.312,601.356,182.747
23,397.458,436.134,605.954,512.719,168.446,415.21,428.068,595.819,514.077,150.782,402.657,394.175,615.169,541.496,158.747,401.347,428.232,610.812,542.28,161.79,365.51,408.619,578.325,540.447,165.351,392.023,394.478,563.033,505.088,138.173,399.421,431.211,598.115,566.742,171.116
24,431.617,470.852,634.035,535.826,178.85,449.453,464.944,621.127,538.68,159.586,432.486,431.871,646.381,568.7,168.295,432.375,462.151,641.266,567.803,170.86,402.567,443.205,602.58,568.308,175.183,422.028,422.678,589.909,526.535,146.449,438.107,468.557,623.872,601.418,182.835
25,418.646,457.711,623.385,526.879,174.824,436.475,450.527,611.469,528.729,156.092,421.18,417.575,634.41,557.705,164.542,420.588,449.796,629.599,557.605,167.078,391.11,429.961,592.953,557.444,171.309,410.932,412.392,579.683,517.889,143.142,423.434,454.258,614.049,587.172,178.021
26,431.736,470.973,634.049,535.759,178.816,449.573,465.067,621.046,538.341,159.499,432.59,432,646.334,568.117,168.234,432.481,462.265,641.219,567.392,170.589,402.673,443.318,602.332,568.118,175.114,422.131,422.757,589.88,526.197,146.346,438.242,468.639,623.801,600.332,182.565
27,432.502,471.747,634.666,536.119,178.973,450.338,465.858,621.594,538.492,159.602,433.257,432.827,646.953,568.164,168.352,433.166,462.992,641.827,567.611,170.623,403.349,444.07,602.641,568.491,175.233,422.785,423.487,590.435,526.32,146.421,439.106,469.379,624.364,600.206,182.552
28,431.518,470.752,633.871,535.311,178.592,449.354,464.842,620.895,537.597,159.311,432.4,431.763,646.059,567.238,168.067,432.286,462.057,640.961,566.773,170.334,402.48,443.098,601.944,567.542,174.921,421.944,422.578,589.713,525.659,146.191,437.996,468.374,623.641,599.227,182.213
29,432.099,471.34,634.358,536.041,178.946,449.936,465.442,621.353,538.77,159.631,432.906,432.392,646.7,568.645,168.371,432.806,462.61,641.574,567.801,170.786,402.994,443.678,602.698,568.527,175.259,422.441,423.197,590.158,526.571,146.465,438.652,469.025,624.083,601.111,182.797
30,425.622,464.784,629.077,531.623,176.927,443.458,458.75,616.577,533.766,157.863,427.265,425.287,640.731,563.084,166.469,427.015,456.447,635.766,562.706,168.879,397.272,436.846,597.833,563.058,173.294,416.903,418.08,584.827,522.166,144.906,431.345,461.371,619.252,593.907,180.334
31,432.995,472.245,635.066,536.45,179.124,450.831,466.366,621.952,538.826,159.723,433.686,433.36,647.393,568.55,168.483,433.606,463.461,642.255,567.975,170.748,403.785,444.555,602.966,568.893,175.369,423.206,423.862,590.797,526.612,146.526,439.662,469.877,624.73,600.691,182.708
32,431.916,471.155,634.235,535.94,178.905,449.753,465.253,621.317,538.929,159.708,432.747,432.195,646.617,568.791,168.387,432.642,462.437,641.485,567.988,171.009,402.832,443.501,602.813,568.46,175.269,422.284,423.069,590.051,526.703,146.55,438.445,468.874,623.988,601.566,182.972
33,431.888,471.126,634.178,535.725,178.794,449.725,465.224,621.162,538.469,159.601,432.723,432.165,646.54,567.899,168.321,432.617,462.41,641.418,567.464,170.823,402.807,443.473,602.667,568.04,175.183,422.26,423.045,589.996,526.32,146.462,438.414,468.838,623.909,600.122,182.659
34,432.708,471.955,634.833,536.259,179.037,450.544,466.07,621.744,538.625,159.65,433.436,433.05,647.134,568.325,168.404,433.35,463.188,642.003,567.762,170.673,403.531,444.272,602.767,568.66,175.288,422.961,423.643,590.586,526.435,146.462,439.338,469.585,624.517,600.408,182.612
35,431.348,470.58,633.73,535.447,178.671,449.184,464.666,620.753,537.792,159.325,432.252,431.579,645.907,567.556,168.047,432.134,461.895,640.807,566.93,170.365,402.33,442.931,601.822,567.706,174.927,421.798,422.448,589.587,525.699,146.178,437.804,468.2,623.509,599.534,182.249
36,433.113,472.365,635.161,536.528,179.16,450.949,466.488,622.038,538.907,159.753,433.789,433.487,647.5,568.639,168.515,433.711,463.573,642.359,568.061,170.778,403.889,444.671,603.048,568.988,175.403,423.307,423.951,590.884,526.683,146.552,439.795,469.997,624.818,600.802,182.747
37,432.558,471.803,634.711,536.15,178.987,450.394,465.915,621.634,538.788,159.696,433.306,432.888,647.099,568.311,168.459,433.215,463.046,641.965,567.774,170.817,403.399,444.13,602.989,568.545,175.33,422.833,423.547,590.484,526.593,146.525,439.169,469.493,624.405,600.467,182.745
38,430.521,469.743,633.061,534.936,178.441,448.358,463.812,620.156,537.361,159.153,431.532,430.686,645.197,567.096,167.862,431.395,461.109,640.115,566.442,170.207,401.599,442.118,601.363,567.114,174.734,421.092,421.824,588.983,525.326,146.036,436.871,467.38,622.897,598.999,182.081
39,432.73,471.977,634.851,536.398,179.107,450.566,466.092,621.76,538.814,159.686,433.455,433.073,647.156,568.738,168.434,433.369,463.209,642.022,568.006,170.737,403.551,444.294,602.782,568.867,175.327,422.98,423.659,590.602,526.589,146.491,439.363,469.607,624.538,601.05,182.742
40,432.005,471.244,634.263,535.776,178.816,449.841,465.345,621.232,538.269,159.517,432.824,432.29,646.557,567.812,168.265,432.721,462.52,641.439,567.284,170.559,402.91,443.582,602.467,568.081,175.134,422.36,423.118,590.075,526.14,146.361,438.545,468.904,623.995,599.785,182.478
41,432.794,472.043,634.903,536.305,179.057,450.631,466.159,621.806,538.669,159.669,433.512,433.143,647.211,568.361,168.426,433.427,463.27,642.079,567.807,170.691,403.608,444.357,602.827,568.713,175.309,423.035,423.709,590.65,526.476,146.48,439.436,469.673,624.581,600.445,182.632
42,438.782,478.094,639.761,540.738,181.004,456.616,472.335,626.229,543.334,161.272,438.722,439.611,652.654,573.915,170.123,439,468.958,647.354,572.675,172.355,408.901,451.286,607.032,574.009,177.087,428.151,428.265,595.059,530.507,147.862,446.116,475.764,629.067,607.662,184.883
43,432.109,471.349,634.354,535.847,178.848,449.945,465.452,621.32,538.584,159.646,432.915,432.403,646.736,568.004,168.375,432.814,462.619,641.609,567.58,170.859,403.002,443.69,602.814,568.182,175.238,422.449,423.213,590.157,526.422,146.501,438.662,469.061,624.072,600.228,182.704
44,432.589,471.835,634.737,536.178,179,450.425,465.948,621.657,538.829,159.709,433.332,432.921,647.131,568.357,168.472,433.243,463.076,641.995,567.816,170.839,403.426,444.161,603.022,568.581,175.344,422.859,423.572,590.507,526.628,146.536,439.204,469.527,624.428,600.535,182.766
45,433.212,472.465,635.252,536.788,179.286,451.048,466.59,622.214,539.747,159.979,433.875,433.595,647.76,569.735,168.721,433.8,463.668,642.6,568.83,171.231,403.977,444.778,603.619,569.503,175.618,423.392,424.052,590.994,527.428,146.787,439.907,470.179,624.928,602.617,183.297
46,431.889,471.127,634.176,535.87,178.867,449.725,465.225,621.162,538.572,159.574,432.723,432.165,646.512,568.313,168.314,432.618,462.41,641.39,567.608,170.756,402.808,443.471,602.567,568.264,175.194,422.261,423.039,589.996,526.407,146.419,438.414,468.818,623.916,600.651,182.696
47,431.8,471.037,634.097,535.628,178.748,449.637,465.133,621.083,537.947,159.411,432.646,432.068,646.313,567.55,168.15,432.539,462.325,641.205,567.055,170.427,402.729,443.377,602.136,567.887,175.022,422.185,422.793,589.92,525.854,146.257,438.314,468.661,623.842,599.447,182.295
48,381.335,416.437,592.57,502.051,163.612,394.936,408.622,583.798,502.756,146.581,388.285,376.042,600.226,529.025,154.133,386.126,404.799,593.671,529.497,157.429,350.443,389.328,561.993,525.325,159.445,378.144,376.521,544.497,485.473,132.3,375.867,389.316,570.894,545.342,162.289
49,433.54,472.796,635.507,536.799,179.283,451.376,466.929,622.349,539.189,159.858,434.16,433.948,647.885,568.942,168.631,434.093,463.979,642.734,568.356,170.884,404.267,445.092,603.345,569.32,175.522,423.672,424.276,591.197,526.933,146.644,440.277,470.432,625.134,601.168,182.879
50,433.344,472.599,635.4,536.944,179.358,451.18,466.727,622.303,539.449,159.878,433.99,433.737,647.783,569.823,168.639,433.918,463.793,642.624,568.75,170.969,404.094,444.9,603.301,569.616,175.545,423.505,424.127,591.124,527.172,146.661,440.056,470.233,625.086,602.572,183.116
51,433.114,472.365,635.162,536.464,179.127,450.95,466.489,622.038,538.986,159.789,433.79,433.488,647.56,568.565,168.566,433.712,463.574,642.417,568.038,170.834,403.89,444.676,603.249,568.912,175.441,423.308,423.963,590.889,526.785,146.602,439.796,470.035,624.816,600.797,182.838
52,432.304,471.547,634.505,536.076,178.958,450.14,465.653,621.45,538.636,159.622,433.085,432.613,646.834,568.355,168.37,432.989,462.804,641.706,567.684,170.69,403.174,443.877,602.69,568.477,175.25,422.616,423.347,590.295,526.449,146.451,438.882,469.211,624.22,600.559,182.678
53,394.456,433.068,603.471,510.739,167.548,410.957,426.065,593.589,511.745,149.93,400.029,390.801,612.318,539.092,157.811,398.642,425.352,608.03,539.962,160.828,361.948,405.016,575.871,538.052,164.409,389.439,390.367,560.79,502.982,137.406,395.988,425.69,589.25,561.412,168.751
54,431.796,471.033,634.093,535.687,178.778,449.632,465.129,621.08,538.028,159.425,432.643,432.064,646.311,567.712,168.159,432.535,462.321,641.202,567.149,170.452,402.726,443.373,602.133,567.974,175.038,422.182,422.79,589.916,525.914,146.268,438.31,468.657,623.841,599.674,182.34
55,419.174,458.247,623.822,527.249,174.994,437.004,451.074,611.865,529.667,156.334,421.641,418.16,635.009,558.334,164.806,421.062,450.301,630.178,558.208,167.466,391.577,430.49,593.707,557.916,171.566,411.384,412.823,580.083,518.538,143.598,424.036,454.867,614.445,588.107,178.439
56,432.001,471.241,634.26,535.897,178.878,449.837,465.34,621.229,538.276,159.496,432.821,432.286,646.498,568.114,168.231,432.718,462.516,641.382,567.439,170.541,402.907,443.575,602.276,568.254,175.116,422.357,423.104,590.067,526.122,146.327,438.541,468.866,623.996,600.252,182.483
57,432.954,472.204,635.044,536.595,179.198,450.79,466.324,621.946,539.163,159.793,433.65,433.316,647.412,569.112,168.548,433.569,463.422,642.268,568.292,170.867,403.749,444.517,603.102,569.135,175.444,423.171,423.838,590.775,526.899,146.594,439.615,469.863,624.711,601.574,182.944
58,385.162,423.318,595.756,504.59,164.762,400.413,410.704,586.66,505.379,147.559,391.888,380.349,603.758,531.953,155.207,390.261,408.412,599.674,533.172,158.421,353.797,395.177,569.24,530.616,161.751,381.44,382.354,551.272,493.414,134.043,382.973,401.104,577.385,554.469,166.812
59,431.753,470.989,634.164,535.938,178.901,449.589,465.084,621.271,538.439,159.491,432.605,432.017,646.403,568.718,168.208,432.497,462.28,641.279,567.662,170.579,402.688,443.331,602.26,568.408,175.107,422.145,422.757,590.022,526.227,146.313,438.261,468.613,624.025,601.256,182.63
60,431.966,471.205,634.231,535.859,178.86,449.802,465.305,621.204,538.548,159.582,432.79,432.249,646.581,568.178,168.327,432.687,462.484,641.458,567.557,170.758,402.876,443.548,602.622,568.226,175.201,422.327,423.099,590.05,526.387,146.431,438.501,468.899,623.969,600.43,182.669
61,432.974,472.224,635.048,536.42,179.11,450.81,466.344,621.937,538.789,159.714,433.668,433.337,647.373,568.492,168.475,433.587,463.441,642.236,567.936,170.736,403.766,444.534,602.952,568.855,175.36,423.188,423.845,590.781,526.583,146.519,439.638,469.856,624.714,600.609,182.689
62,432.73,471.978,634.908,536.54,179.174,450.566,466.093,621.867,539.014,159.721,433.455,433.073,647.233,569.343,168.47,433.369,463.209,642.09,568.3,170.811,403.551,444.294,602.877,569.12,175.371,422.98,423.66,590.68,526.79,146.524,439.363,469.608,624.641,601.98,182.914
63,431.99,471.229,634.251,535.791,178.824,449.826,465.329,621.221,538.174,159.482,432.812,432.274,646.501,567.812,168.223,432.708,462.506,641.387,567.266,170.505,402.897,443.565,602.319,568.097,175.1,422.347,423.099,590.06,526.047,146.321,438.528,468.864,623.985,599.778,182.411
64,407.738,446.618,614.436,519.505,171.527,425.534,439.209,603.435,520.952,153.344,411.65,405.59,624.52,549.267,161.551,410.792,439.363,619.944,549.654,164.297,375.868,419.175,585.414,548.65,168.23,400.951,402.706,571.115,511.27,140.416,410.975,442.147,605.87,576.478,174.426
65,433.239,472.492,635.264,536.641,179.213,451.075,466.618,622.13,539.361,159.892,433.899,433.624,647.733,568.967,168.668,433.824,463.694,642.578,568.383,171.066,404.001,444.803,603.515,569.16,175.549,423.415,424.069,590.986,527.096,146.705,439.937,470.196,624.912,601.352,183.033
66,430.842,470.068,633.411,535.305,178.612,448.678,464.143,620.583,537.765,159.253,431.811,431.032,645.562,567.937,167.954,431.682,461.414,640.465,566.959,170.335,401.882,442.432,601.61,567.636,174.842,421.366,422.062,589.343,525.643,146.108,437.233,467.685,623.322,600.268,182.309
67,433.17,472.423,635.208,536.555,179.171,451.006,466.547,622.08,539.039,159.798,433.839,433.549,647.59,568.704,168.567,433.762,463.628,642.445,568.127,170.829,403.94,444.73,603.213,569.029,175.45,423.356,424.002,590.929,526.806,146.6,439.86,470.078,624.86,600.882,182.83
68,432.811,472.06,634.938,536.53,179.169,450.648,466.177,621.861,539.14,159.776,433.526,433.162,647.301,569.103,168.526,433.442,463.287,642.159,568.232,170.86,403.623,444.378,603.056,569.07,175.422,423.049,423.732,590.675,526.88,146.58,439.455,469.726,624.61,601.612,182.946
69,433.453,472.709,635.437,536.754,179.263,451.289,466.839,622.286,539.145,159.839,434.085,433.855,647.808,568.907,168.609,434.015,463.897,642.658,568.312,170.866,404.19,445.007,603.285,569.266,175.5,423.598,424.211,591.134,526.892,146.627,440.179,470.344,625.07,601.132,182.86
70,432.751,471.999,634.882,536.466,179.139,450.587,466.115,621.804,538.902,159.704,433.474,433.096,647.183,568.91,168.45,433.388,463.229,642.048,568.1,170.763,403.57,444.315,602.816,568.966,175.348,422.998,423.676,590.624,526.656,146.505,439.387,469.629,624.562,601.324,182.798
71,432.388,471.632,634.603,536.033,178.943,450.225,465.741,621.544,538.857,159.766,433.158,432.706,647.007,568.261,168.47,433.064,462.886,641.873,567.863,171.032,403.249,443.967,603.095,568.412,175.333,422.688,423.43,590.365,526.641,146.609,438.978,469.357,624.299,600.648,182.885
72,432.31,471.553,634.511,536.09,178.965,450.147,465.66,621.455,538.645,159.623,433.09,432.62,646.837,568.387,168.37,432.995,462.811,641.709,567.704,170.691,403.18,443.884,602.683,568.497,175.252,422.621,423.351,590.299,526.456,146.451,438.89,469.216,624.225,600.607,182.684
73,432.537,471.783,634.695,536.281,179.054,450.374,465.894,621.621,538.693,159.64,433.288,432.865,646.983,568.618,168.383,433.197,463.026,641.854,567.882,170.692,403.381,444.104,602.649,568.728,175.275,422.815,423.513,590.461,526.481,146.451,439.146,469.411,624.395,600.914,182.688
74,431.66,470.896,633.984,535.677,178.778,449.497,464.989,620.981,538.358,159.507,432.524,431.918,646.303,568.009,168.245,432.414,462.193,641.187,567.371,170.683,402.606,443.246,602.403,568.014,175.119,422.065,422.707,589.826,526.222,146.364,438.157,468.587,623.743,600.232,182.584
75,432.944,472.194,635.024,536.412,179.107,450.78,466.314,621.915,539.145,159.825,433.642,433.305,647.477,568.662,168.593,433.56,463.413,642.331,568.157,171.019,403.74,444.513,603.349,568.874,175.466,423.163,423.847,590.77,526.909,146.659,439.605,469.903,624.692,600.974,182.93
76,432.525,471.771,634.685,536.169,178.997,450.361,465.882,621.611,538.542,159.612,433.277,432.852,646.97,568.273,168.359,433.186,463.015,641.842,567.681,170.64,403.37,444.092,602.64,568.56,175.244,422.805,423.504,590.452,526.358,146.428,439.132,469.399,624.383,600.375,182.581
77,431.638,470.874,633.966,535.703,178.791,449.475,464.966,621.021,538.166,159.429,432.505,431.894,646.184,568.161,168.15,432.394,462.171,641.078,567.32,170.485,402.586,443.218,602.061,568.131,175.042,422.047,422.669,589.812,526.005,146.264,438.132,468.497,623.741,600.422,182.461
78,433.094,472.345,635.146,536.482,179.137,450.929,466.468,622.024,538.847,159.74,433.772,433.466,647.481,568.541,168.505,433.694,463.555,642.342,567.998,170.76,403.872,444.652,603.035,568.927,175.389,423.291,423.937,590.87,526.639,146.542,439.773,469.978,624.802,600.691,182.722
79,395.416,434.048,604.264,511.369,167.834,411.917,427.07,594.302,512.479,150.2,400.869,391.88,613.225,539.822,158.107,399.506,426.273,608.918,540.68,161.1,363.716,405.97,576.651,538.808,164.708,390.265,391.685,561.506,503.655,137.651,397.085,429.076,596.57,564.52,170.292
80,431.028,470.256,633.579,535.424,178.678,448.865,464.336,620.708,538.35,159.5,431.974,431.235,645.866,568.274,168.156,431.849,461.592,640.764,567.468,170.838,402.047,442.626,602.274,567.819,175.035,421.525,422.235,589.468,526.232,146.38,437.443,467.973,623.438,600.996,182.749
81,397.557,436.235,606.058,512.781,168.475,415.31,428.171,595.918,514.284,150.899,402.743,394.287,615.313,541.6,158.824,401.436,428.328,610.95,542.517,162.034,365.597,408.721,578.58,540.511,165.422,392.108,394.572,563.111,505.281,138.296,399.534,431.344,598.201,567.075,171.303
82,431.182,470.412,633.685,535.533,178.716,449.019,464.495,620.83,538.003,159.34,432.108,431.4,645.866,568.203,168.048,431.986,461.737,640.761,567.208,170.423,402.183,442.767,601.852,567.921,174.94,421.657,422.322,589.59,525.855,146.184,437.617,468.032,623.571,600.605,182.423
83,432.086,471.326,634.33,536.006,178.93,449.922,465.428,621.346,538.484,159.543,432.895,432.377,646.589,568.512,168.273,432.794,462.597,641.471,567.652,170.601,402.982,443.658,602.372,568.491,175.169,422.429,423.169,590.14,526.282,146.364,438.636,468.952,624.073,600.864,182.611
84,431.498,470.732,633.878,535.661,178.774,449.335,464.821,620.969,538.161,159.409,432.383,431.742,646.085,568.253,168.124,432.269,462.038,640.976,567.329,170.476,402.463,443.079,601.991,568.073,175.012,421.927,422.563,589.738,525.978,146.243,437.974,468.354,623.67,600.577,182.468
85,438.782,478.094,639.822,540.789,181.04,456.616,472.335,626.267,543.853,161.486,438.722,439.612,652.822,574.167,170.279,439,468.959,647.508,573.085,172.828,408.901,451.297,607.606,574.074,177.234,428.151,428.296,595.072,531.017,148.103,446.116,475.864,629.092,608.32,185.289
86,432.808,472.056,634.914,536.365,179.087,450.644,466.173,621.816,538.751,159.685,433.523,433.157,647.225,568.52,168.439,433.439,463.283,642.09,567.904,170.717,403.62,444.37,602.836,568.8,175.326,423.046,423.719,590.66,526.54,146.492,439.451,469.686,624.593,600.69,182.682
87,432.246,471.489,634.459,536.085,178.964,450.083,465.594,621.408,538.643,159.614,433.035,432.551,646.779,568.455,168.359,432.937,462.75,641.653,567.726,170.691,403.124,443.821,602.637,568.503,175.243,422.567,423.302,590.252,526.458,146.443,438.818,469.151,624.179,600.731,182.698
88,431.509,470.743,633.879,535.385,178.632,449.345,464.833,620.904,538.182,159.514,432.392,431.755,646.211,567.415,168.211,432.278,462.049,641.092,567.093,170.73,402.472,443.099,602.433,567.659,175.067,421.936,422.599,589.718,526.036,146.381,437.986,468.456,623.642,599.688,182.542
89,432.53,471.776,634.699,536.305,179.066,450.367,465.887,621.635,538.728,159.645,433.282,432.858,646.981,568.696,168.386,433.191,463.02,641.852,567.919,170.701,403.375,444.097,602.657,568.766,175.281,422.809,423.508,590.46,526.506,146.454,439.138,469.405,624.395,601.042,182.712
90,432.265,471.508,634.481,536.116,178.98,450.101,465.613,621.436,538.522,159.574,433.051,432.571,646.74,568.457,168.311,432.954,462.767,641.618,567.711,170.629,403.14,443.836,602.469,568.536,175.203,422.583,423.306,590.264,526.331,146.393,438.839,469.135,624.196,600.732,182.614
