real_name,obd_irr_paddy_20160531,obd_irr_paddy_20160630,obd_irr_paddy_20160731,obd_irr_paddy_20160831,obd_irr_paddy_20160930,obd_irr_paddy_20170531,obd_irr_paddy_20170630,obd_irr_paddy_20170731,obd_irr_paddy_20170831,obd_irr_paddy_20170930,obd_irr_paddy_20180531,obd_irr_paddy_20180630,obd_irr_paddy_20180731,obd_irr_paddy_20180831,obd_irr_paddy_20180930,obd_irr_paddy_20190531,obd_irr_paddy_20190630,obd_irr_paddy_20190731,obd_irr_paddy_20190831,obd_irr_paddy_20190930,obd_irr_paddy_20200531,obd_irr_paddy_20200630,obd_irr_paddy_20200731,obd_irr_paddy_20200831,obd_irr_paddy_20200930,obd_irr_paddy_20210531,obd_irr_paddy_20210630,obd_irr_paddy_20210731,obd_irr_paddy_20210831,obd_irr_paddy_20210930,obd_irr_paddy_20220531,obd_irr_paddy_20220630,obd_irr_paddy_20220731,obd_irr_paddy_20220831,obd_irr_paddy_20220930
35,438.782,478.094,639.842,540.237,180.76,456.616,472.335,626.272,542.285,161.089,438.722,439.611,652.718,572.706,170.052,439,468.958,647.473,571.992,172.184,408.901,451.286,607.058,573.19,176.945,428.151,428.265,595.096,530.081,147.793,446.116,475.764,629.282,606.397,184.648
36,438.782,478.094,639.75,540.251,180.763,456.616,472.335,626.155,542.59,161.143,438.722,439.611,652.589,572.771,170.056,439,468.958,647.331,572.042,172.194,408.901,451.286,606.98,573.316,176.967,428.151,428.265,595.04,530.044,147.786,446.116,475.764,628.999,606.052,184.577
37,438.782,478.094,639.751,540.28,180.777,456.616,472.335,626.173,543.057,161.284,438.722,439.612,652.725,572.896,170.182,439,468.959,647.457,572.288,172.498,408.901,451.295,607.413,573.447,177.1,428.151,428.29,595.051,530.414,147.943,446.116,475.845,629.006,606.615,184.867
38,395.889,434.532,604.82,511.985,168.131,406.972,415.836,591.237,512.061,150.407,398.648,382.547,608.826,540.102,158.314,389.564,408.238,602.777,540.679,161.405,357.465,394.821,571.675,538.705,164.911,382.664,380.197,555.553,498.447,137.829,384.917,409.757,595.317,565.035,170.615
39,438.782,478.094,640.041,540.626,180.951,456.616,472.335,626.597,542.911,161.201,438.722,439.611,653.21,573.455,170.098,439,468.958,647.759,572.479,172.307,408.901,451.286,607.313,573.767,177.048,428.151,428.265,595.302,530.47,147.857,446.116,475.764,629.68,607.4,184.837
40,438.782,478.094,639.75,540.111,180.69,456.616,472.335,626.154,542.422,161.152,438.722,439.612,652.7,572.616,170.146,439,468.959,647.435,571.905,172.334,408.901,451.294,607.339,573.087,177.02,428.151,428.285,595.05,530.262,147.882,446.116,475.831,628.998,606.21,184.763
41,408.752,447.651,615.27,520.124,171.803,426.552,440.263,604.185,521.426,153.544,412.537,406.715,625.403,549.856,161.783,411.703,440.335,620.809,550.282,164.493,378.964,420.177,585.993,549.384,168.469,402.008,403.484,569.576,511.767,140.6,409.51,438.885,602.458,577.259,174.659
42,363.006,394.41,579.963,491.995,159.06,376.66,390.511,571.934,492.241,142.709,369.761,359.034,582.151,511.707,146.521,369.573,383.909,552.964,515.072,152.097,339.363,369.533,549.159,506.869,153.017,363.382,357.482,517.777,461.368,133.942,346.749,356.594,548.631,533.064,160.263
43,416.909,455.947,621.989,525.578,174.222,434.734,448.728,610.222,527.904,155.787,419.663,415.653,632.991,556.196,164.192,419.03,448.138,628.206,556.478,167.004,389.975,428.255,592.264,555.81,170.905,409.443,411.075,577.535,517.139,143.165,419.605,447.598,608.29,585.622,177.728
44,438.782,478.094,639.75,540.093,180.681,456.616,472.335,626.16,542.559,161.2,438.722,439.612,652.724,572.628,170.169,439,468.959,647.458,571.997,172.429,408.901,451.295,607.419,572.979,177.021,428.151,428.29,595.051,530.295,147.928,446.116,475.846,628.998,606.176,184.79
45,363.006,394.411,579.986,491.995,159.063,376.66,390.513,571.961,492.684,142.896,369.761,359.036,583.703,515.107,146.689,369.573,383.763,554.512,517.218,151.18,339.363,369.151,547.832,508.335,153.148,363.382,357.056,519.74,469.948,127.719,347.438,356.933,549.52,535.782,160.635
46,363.006,394.411,579.969,491.995,159.06,376.66,390.239,553.032,481.211,141.344,369.761,358.793,563.567,502.313,148.063,369.476,385.584,552.461,501.541,151.316,339.363,371.674,523.646,500.694,154.006,363.382,354.795,508.545,451.988,133.923,345.7,352.563,548.055,524.375,159.959
47,363.006,394.41,579.963,491.995,159.06,376.66,390.511,570.218,489.531,141.707,369.761,357.36,581.942,511.276,143.819,369.573,382.366,556.262,511.643,151.401,339.363,366.866,544.089,508.792,153.318,363.382,353.782,513.876,464.893,131.507,345.699,355.669,546.998,530.189,159.551
48,363.006,394.266,573.026,488.994,158.004,371.047,382.532,559.856,483.311,138.034,362.39,343.244,572.291,510.881,138.131,357.915,375.525,566.478,511.763,148.801,332.074,359.548,540.107,510.286,151.982,356.098,347.577,523.017,471.561,126.203,342.736,358.234,564.34,529.979,156.335
49,438.782,478.094,639.75,540.058,180.662,456.616,472.335,626.154,542.101,161.053,438.722,439.611,652.588,572.39,170.032,439,468.958,647.331,571.722,172.108,408.901,451.286,606.98,572.978,176.907,428.151,428.265,595.04,529.953,147.77,446.116,475.764,628.998,605.777,184.523
50,438.782,478.094,640.347,541.752,181.455,456.616,472.335,627.325,545.131,161.562,438.722,439.611,654.348,576.158,170.281,439,468.958,648.347,574.032,172.706,408.901,451.29,607.919,575.438,177.344,428.151,428.274,593.712,531.856,148.079,446.116,470.995,629.452,609.971,185.344
51,374.057,407.612,586.437,499.004,162.232,386.673,393.835,566.503,492.771,145.511,378.755,360.571,580.721,519.933,152.96,370.1,384.047,577.97,519.829,156.486,340.041,372.765,548.773,516.685,159.437,368.17,353.556,532.788,472.005,131.44,358.131,378.135,566.126,543.653,164.211
52,438.782,478.094,639.75,540.258,180.767,456.616,472.335,626.155,542.911,161.241,438.722,439.612,652.702,572.921,170.164,439,468.959,647.435,572.21,172.418,408.901,451.294,607.341,573.345,177.065,428.151,428.286,595.05,530.339,147.895,446.116,475.831,629,606.348,184.79
53,363.006,394.411,579.963,491.995,159.06,376.66,392.237,566.706,485.865,140.967,369.761,357.543,579.902,509.707,143.854,369.437,377.548,548.773,514.808,149.424,339.363,365.729,530.338,508.478,152.693,363.382,352.153,510.517,460.734,129.96,341.856,351.751,550.537,533.116,159.408
54,438.782,478.094,639.75,540.215,180.745,456.616,472.335,626.156,542.515,161.129,438.722,439.611,652.588,572.616,170.046,439,468.958,647.331,571.919,172.162,408.901,451.286,606.98,573.27,176.959,428.151,428.265,595.04,530.01,147.78,446.116,475.764,628.999,606.09,184.585
55,438.782,478.094,640.638,541.175,181.207,456.616,472.335,627.712,544.259,161.51,438.722,439.612,654.18,574.573,170.283,439,468.959,648.132,572.97,172.704,408.901,451.296,608.075,573.974,177.196,428.151,428.011,594.434,530.891,148.035,444.742,468.834,629.488,607.505,185.062
56,438.782,478.094,639.75,540.258,180.767,456.616,472.335,626.155,542.727,161.184,438.722,439.611,652.637,572.833,170.101,439,468.958,647.374,572.089,172.247,408.901,451.289,607.129,573.33,177.008,428.151,428.273,595.044,530.165,147.83,446.116,475.792,629.001,606.142,184.666
57,396.782,435.443,605.394,512.345,168.283,413.284,428.5,595.317,513.698,150.629,402.065,393.416,612.453,541.038,158.57,399.389,413.608,603.874,541.421,161.65,364.916,401.934,573.07,539.789,165.169,390.712,387.039,556.062,501.76,138.031,389.857,414.851,591.94,565.852,170.906
58,363.006,394.41,579.963,491.995,159.06,376.66,391.646,566.704,484.471,140.024,369.761,356.394,579.895,508.188,141.855,369.084,374.99,545.695,511.936,151.229,339.363,364.28,522.419,504.788,153.696,363.382,347.996,506.369,451.224,133.559,340.016,350.876,545.312,526.379,159.39
59,363.006,394.41,579.967,491.995,159.06,376.715,379.374,547.658,482.467,138.888,369.761,347.565,560.699,506.046,139.182,359.982,362.631,542.246,508.678,148.668,337.427,345.387,517.267,505.594,151.65,355.589,328.417,504.415,454.77,131.493,326.725,348.374,555.571,524.937,155.722
60,438.782,478.094,639.754,540.073,180.67,456.616,472.335,626.165,542.519,161.204,438.722,439.612,652.73,572.599,170.172,439,468.959,647.463,571.998,172.448,408.901,451.296,607.436,572.937,177.018,428.151,428.291,595.052,530.302,147.938,446.116,475.849,628.998,606.212,184.815
61,438.782,478.094,639.75,540.23,180.753,456.616,472.335,626.154,542.557,161.143,438.722,439.611,652.603,572.755,170.068,439,468.958,647.345,572.021,172.198,408.901,451.287,607.027,573.25,176.968,428.151,428.268,595.042,530.061,147.797,446.116,475.773,628.998,606.029,184.595
62,363.006,394.411,579.963,491.995,159.06,376.66,392.46,569.306,489.325,141.928,369.761,357.088,583.054,513.268,143.944,369.573,383.222,558.581,515.137,151.29,339.363,367.091,544.078,511.023,153.756,363.382,354.266,513.733,475.359,127.969,344.032,354.282,551.876,531.114,157.709
63,438.782,478.094,639.751,540.284,180.78,456.616,472.335,626.166,542.924,161.231,438.722,439.611,652.676,572.861,170.135,439,468.959,647.411,572.157,172.324,408.901,451.292,607.25,573.448,177.058,428.151,428.28,595.048,530.28,147.869,446.116,475.814,629.004,606.377,184.76
64,363.006,394.411,576.983,489.76,159.06,375.296,385.492,554.772,479.323,140.947,369.761,345.005,571.429,501.583,148.128,365.226,375.964,558.971,501.267,151.572,337.839,359.947,536.21,501.741,154.443,360.447,347.959,517.45,449.778,134.492,343.993,358.051,551.361,528.524,160.669
65,414.399,453.397,619.917,523.962,173.486,432.218,446.126,608.362,526.007,155.131,417.472,412.962,630.695,554.334,163.489,416.777,445.74,625.966,554.648,166.296,384.159,425.774,590.439,553.871,170.192,407.292,407.88,576.058,515.581,142.361,418.595,450.006,610.872,583.15,176.841
66,371.123,404.492,586.278,497.034,161.34,384.714,400.06,569.763,492.12,144.507,381.014,366.538,577.532,515.153,151.406,378.361,390.358,563.593,515.264,154.212,343.585,379.021,533.043,512.804,158.288,371.36,355.631,518.672,475.645,132.291,344.455,361.642,562.367,537.546,163.102
67,438.782,478.094,639.75,540.161,180.717,456.616,472.335,626.154,542.506,161.163,438.722,439.611,652.687,572.645,170.137,439,468.959,647.423,571.955,172.313,408.901,451.293,607.298,573.188,177.027,428.151,428.283,595.048,530.247,147.873,446.116,475.824,628.998,606.263,184.759
68,363.006,394.411,579.963,491.995,159.06,376.66,390.513,571.934,492.577,142.815,369.761,359.036,582.619,512.963,146.632,369.573,383.738,550.523,517.691,151.319,339.363,369.149,546.804,508.25,153.119,363.382,356.409,513.762,469.686,129.815,347.504,356.69,549.266,534.411,160.493
69,438.782,478.094,639.75,540.109,180.69,456.616,472.335,626.154,542.217,161.078,438.722,439.611,652.597,572.517,170.048,439,468.958,647.339,571.78,172.129,408.901,451.287,607.007,572.977,176.914,428.151,428.266,595.041,529.977,147.779,446.116,475.769,628.998,605.803,184.541
70,363.006,394.41,576.533,491.612,159.06,375.507,385.348,556.908,481.139,139.117,369.761,345.448,574.766,506.613,140.418,365.134,375.891,560.195,506.716,149.091,338.125,359.756,537.091,506.305,152.977,360.408,347.685,517.819,456.601,133.409,343.316,356.801,556.838,530.514,160.281
71,438.782,478.094,639.786,540.268,180.785,456.616,472.335,626.195,543.109,161.362,438.722,439.612,652.757,573.023,170.219,439,468.959,647.488,572.436,172.676,408.901,451.297,607.566,573.35,177.113,428.151,428.296,595.054,530.488,148.024,446.116,475.866,629.024,606.714,184.997
72,363.006,394.411,571.926,489.235,159.06,372.68,383.688,552.793,477.377,140.734,364.628,343.702,567.107,501.123,149.679,359.422,375.549,561.104,501.011,151.599,333.916,359.597,534.315,501.72,154.443,357.227,347.641,519.316,449.549,134.355,343.662,357.323,552.812,529.377,160.672
73,363.982,396.271,580.789,492.654,159.358,378.608,391.65,567.604,485.542,140.897,373.713,358.477,580.852,509.13,143.788,370.711,379.89,546.529,514.921,151.758,339.482,367.094,530.717,507.111,153.816,364.922,353.065,510.085,453.249,133.913,342.457,352.992,548.967,528.112,159.859
74,438.782,478.094,639.753,540.268,180.772,456.616,472.335,626.165,543.011,161.291,438.722,439.612,652.732,572.958,170.192,439,468.959,647.462,572.312,172.528,408.901,451.296,607.433,573.355,177.091,428.151,428.291,595.052,530.417,147.955,446.116,475.849,629.002,606.496,184.867
75,438.782,478.094,639.765,540.073,180.67,456.616,472.335,626.173,542.499,161.217,438.722,439.612,652.738,572.626,170.181,439,468.959,647.471,572.016,172.487,408.901,451.296,607.465,573.017,177.04,428.151,428.292,595.052,530.346,147.96,446.116,475.854,629.003,606.344,184.868
76,363.006,394.41,571.611,487.149,159.06,372.772,383.7,552.814,476.782,140.088,364.668,343.725,565.906,499.48,141.71,360.433,375.555,561.379,500.698,150.426,334.068,359.597,532.956,501.354,153.787,357.815,347.637,518.342,449.356,133.391,344.403,359.057,552.306,528.947,160.45
77,438.782,478.094,639.931,541.094,181.169,456.616,472.335,626.647,543.902,161.363,438.722,439.611,653.344,574.661,170.164,439,468.958,647.709,573.149,172.467,408.901,451.286,607.222,574.499,177.164,428.151,428.265,595.257,531.013,147.939,446.116,475.764,629.646,608.63,185.054
78,365.595,399.145,573.34,488.263,159.555,370.66,379.282,552.412,478.176,141.072,367.962,346.24,568.416,502.445,150.161,358.163,363.144,558.837,503.577,153.54,331.339,361.451,535.846,503.336,156.02,352.705,340.863,519.186,450.615,133.627,327.279,350.809,556.759,531.278,161.133
79,363.006,394.411,579.963,491.995,159.06,376.515,385.673,548.426,481.942,140.629,369.761,349.799,560.192,508.105,143.505,362.496,366.153,538.031,511.599,151.032,339.049,353.569,516.194,503.778,153.466,360.779,331.526,500.909,455.406,130.817,330.278,348.123,543.684,526.169,159.487
80,363.006,394.411,580.001,492.004,159.079,376.66,391.27,565.809,486.507,140.787,369.761,353.632,577.259,510.848,141.995,367.792,374.327,547.693,513.789,150.31,339.363,362.964,525.117,508.502,152.238,363.152,338.663,509.159,468.338,127.025,335.422,349.812,548.667,529.301,156.372
81,363.006,394.411,579.998,492.001,159.076,372.288,377.071,540.158,480.935,140.546,369.761,346.818,553.7,504.432,144.551,356.883,359.315,535.701,510.379,151.226,336.118,346.282,508.683,503.752,153.463,354.416,328.352,493.86,463.328,128.947,327.12,346.968,544.102,526.435,159.197
82,363.006,393.987,571.412,482.742,156.497,370.115,382.093,556.774,479.99,138.386,361.932,343.239,569.6,510.941,138.07,358.063,375.525,563.892,511.693,149.516,331.346,359.545,538.017,507.672,152.022,353.268,347.569,523.357,458.578,131.694,340.838,357.564,560.627,533.169,156.982
83,438.782,478.094,639.75,540.391,180.836,456.616,472.335,626.161,542.788,161.178,438.722,439.611,652.608,572.837,170.06,439,468.958,647.332,572.116,172.215,408.901,451.286,606.98,573.48,176.996,428.151,428.265,595.041,530.082,147.792,446.116,475.764,629.015,606.137,184.594
84,438.782,478.094,639.75,540.569,180.925,456.616,472.335,626.164,543.047,161.223,438.722,439.611,652.622,573.265,170.085,439,468.958,647.333,572.365,172.278,408.901,451.286,606.98,573.717,177.038,428.151,428.265,595.042,530.267,147.823,446.116,475.764,629.029,606.671,184.698
85,363.006,394.739,572.965,487.332,157.835,368.678,382.121,562.412,483.011,138.623,358.676,343.241,573.733,510.53,138.284,357.3,375.526,567.144,511.557,149.868,327.66,359.554,543.693,509.643,152.234,350.891,347.598,525.926,471.502,126.708,341.811,357.04,565.465,530.226,156.64
86,363.006,394.41,579.963,491.995,159.06,376.66,390.511,570.479,489.767,142.603,369.761,355.974,581.468,510.647,145.957,369.573,383.636,550.105,513.371,151.436,339.363,368.875,543.389,504.247,152.865,363.382,355.837,509.858,457.438,133.755,347.31,356.522,543.658,526.542,159.167
87,438.782,478.094,639.751,540.301,180.792,456.616,472.335,626.158,542.886,161.237,438.722,439.612,652.716,573.045,170.171,439,468.959,647.435,572.223,172.422,408.901,451.294,607.339,573.383,177.072,428.151,428.285,595.05,530.413,147.908,446.116,475.831,629.017,606.819,184.882
88,438.782,478.094,639.781,540.026,180.654,456.616,472.335,626.193,542.52,161.247,438.722,439.612,652.753,572.552,170.189,439,468.959,647.484,572.055,172.558,408.901,451.297,607.541,572.898,177.03,428.151,428.295,595.054,530.356,147.993,446.116,475.863,629.022,606.354,184.915
89,438.782,478.094,639.75,540.3,180.789,456.616,472.335,626.157,542.662,161.156,438.722,439.611,652.598,572.779,170.056,439,468.958,647.332,572.049,172.196,408.901,451.286,606.98,573.369,176.977,428.151,428.265,595.041,530.053,147.787,446.116,475.764,629.006,606.075,184.582
90,363.006,394.411,572.819,490.578,159.06,370.659,383.45,555.701,481.856,139.159,366.177,343.658,572.31,508.212,138.421,358.719,366.002,560.271,509.01,148.67,333.564,359.551,537.193,508.116,152.291,352.943,347.556,517.952,469.497,126.188,326.968,351.396,561.194,527.582,156.16
91,363.006,394.411,577.99,491.939,159.081,375.834,385.843,558.642,483.584,140.104,369.761,345.504,573.178,509.443,140.598,366.079,376.103,560.664,509.006,150.095,338.403,359.882,539.342,507.895,153.015,360.926,347.748,518.066,469.585,126.79,344.76,359.092,556.817,528.545,157.517
