real_name,obd_irr_paddy_20160531,obd_irr_paddy_20160630,obd_irr_paddy_20160731,obd_irr_paddy_20160831,obd_irr_paddy_20160930,obd_irr_paddy_20170531,obd_irr_paddy_20170630,obd_irr_paddy_20170731,obd_irr_paddy_20170831,obd_irr_paddy_20170930,obd_irr_paddy_20180531,obd_irr_paddy_20180630,obd_irr_paddy_20180731,obd_irr_paddy_20180831,obd_irr_paddy_20180930,obd_irr_paddy_20190531,obd_irr_paddy_20190630,obd_irr_paddy_20190731,obd_irr_paddy_20190831,obd_irr_paddy_20190930,obd_irr_paddy_20200531,obd_irr_paddy_20200630,obd_irr_paddy_20200731,obd_irr_paddy_20200831,obd_irr_paddy_20200930,obd_irr_paddy_20210531,obd_irr_paddy_20210630,obd_irr_paddy_20210731,obd_irr_paddy_20210831,obd_irr_paddy_20210930,obd_irr_paddy_20220531,obd_irr_paddy_20220630,obd_irr_paddy_20220731,obd_irr_paddy_20220831,obd_irr_paddy_20220930
26,26.3092,496.487,658.103,662.899,31.6769,425.038,534.964,622.729,610.2,178.598,381.425,482.796,652.038,598.194,88.5837,340.326,604.454,565.445,665.547,176.489,157.069,476.31,620.919,683.655,218.785,294.295,564.286,589.114,666.511,259.284,442.689,608.49,617.87,517.259,104.777
27,26.0238,497.866,657.936,661.66,30.5907,426.037,534.079,622.539,613.056,180.075,383.46,483.787,651.826,596.052,90.4847,341.479,604.001,563.032,666.047,174.92,159.415,478.383,620.99,684.645,218.611,292.705,561.856,588.054,665.869,262.034,440.989,608.369,620.16,515.457,102.964
28,25.7761,496.315,658.062,660.864,31.8492,425.989,534.653,623.313,610.558,179.062,380.774,484.1,651.193,597.971,90.2818,340.737,602.577,563.354,665.935,173.128,156.846,475.734,620.457,683.078,216.854,292.975,562.919,590.009,666.447,259.805,442.873,605.504,619.441,516.037,102.555
29,24.7167,497.578,659.78,662.908,30.2317,427.315,532.778,621.407,611.045,179.622,382.98,483.202,652.943,599.532,89.9713,339.96,604.105,565.502,666.421,174.664,158.195,477.981,621.356,684.608,219.978,293.99,563.315,589.503,666.102,259.555,442.248,608.293,619.205,513.922,103.394
30,23.6812,497.936,660.586,661.445,30.2705,424.397,533.605,621.954,612.259,179.883,382.051,481.335,653.058,597.152,90.4611,339.521,604.334,565.229,664.773,174.538,156.467,478.028,619.999,683.706,218.466,293.601,561.509,589.145,667.348,260.274,442.074,609.102,620.28,516.794,103.622
31,26.7136,497.942,658.952,663.02,30.8864,427.632,534.693,623.241,611.592,178.011,381.283,482.115,652.651,597.614,89.4661,341.228,603.441,565.212,665.852,174.132,158.537,478.446,619.155,683.071,220.808,294.067,562.36,587.493,666.723,262.017,441.626,609.212,620.28,516.996,103.096
32,26.3599,497.989,657.347,662.637,31.2953,426.301,533.789,622.153,612.584,179.298,385.188,482.915,650.513,599.081,90.5661,341.362,603.415,564.192,666.119,176.761,156.834,475.852,619.688,685,219.17,294.459,565.407,588.893,665.275,260.995,443.079,605.783,618.958,514.813,102.589
33,26.952,497.479,659.662,662.702,32.5498,424.267,532.806,622.816,611.155,179.388,383.767,482.579,652.672,598.881,88.9931,341.763,605.291,562.759,666.242,173.898,156.198,475.308,621.415,682.838,219.876,292.917,561.31,587.309,666.022,259.912,443.61,607.248,617.34,516.294,104.048
34,26.2627,497.507,659.923,664.478,31.0195,426.868,534.959,620.155,610.267,179.246,382.288,483.802,653.325,599.037,91.611,339.973,604.841,563.556,664.295,175.091,157.973,475.905,619.24,683.83,217.933,294.99,562.611,588.547,666.609,260.581,442.989,609.774,618.483,515.323,104.171
35,26.7628,495.714,659.549,661.27,32.3826,425.008,534.334,622.86,608.393,180.786,383.24,484.091,652.256,597.645,89.0855,340.284,604.493,565.19,666.598,173.201,156.203,476.427,621.774,682.973,218.807,292.383,562.031,589.548,665.75,260.639,441.476,609.923,619.369,518.006,102.894
36,27.042,498.156,657.699,663.66,31.1323,425.546,534.158,624.711,612.909,179.772,381.907,483.517,652.722,598.218,90.7608,340.338,604.865,563.778,666.162,174.282,157.522,477.431,621.696,683.595,218.942,293.98,561.288,587.823,667.431,260.093,442.139,607.757,619.004,516.528,104.335
37,25.8248,497.818,658.405,662.752,30.7391,425.255,535.712,621.131,611.477,180.373,381.686,481.865,650.87,597.588,89.3272,340.783,604.679,565.189,666.29,173.283,159.557,478.258,621.154,683.556,219.12,293.29,560.353,589.419,665.814,260.915,443.532,609.204,620.048,517.802,104.896
38,24.2351,498.194,657.987,662.058,31.4889,426.385,536.116,622.506,612.016,179.621,381.688,482.436,654.129,599.673,90.7019,339.716,603.654,562.498,664.528,173.535,158.547,476.351,619.008,683.87,220.05,293.17,562.764,589.084,666.653,260.643,444.325,607.805,620.445,516.684,103.721
39,28.4269,496.704,659.408,663.986,29.5962,426.841,534.276,623.369,610.011,181.328,383.561,484.08,653.55,598.461,89.3286,338.773,603.493,564.187,666,174.217,157.525,477.344,620.248,683.365,217.713,292.544,564.364,587.993,665.779,260.49,443.743,609.745,621.143,515.107,103.59
40,28.7285,496.592,657.723,661.297,31.4246,426.523,534.327,623.017,612.018,178.728,384.407,482.808,651.643,597.722,89.9016,341.41,601.501,563.582,663.777,172.025,156.802,476.11,621.215,684.75,219.451,294.627,562.085,588.192,665.719,262.385,441.027,609.057,618.363,514.992,100.692
41,23.9174,496.616,659.609,662.398,31.8132,425.791,533.893,622.158,612.081,180.721,382.645,481.902,652.656,599.29,89.7027,341.376,603.313,566.742,665.901,174.256,157.644,477.913,620.618,684.185,218.758,294.075,564.38,588.728,667.405,257.433,442.773,607.256,620.22,517.528,101.898
42,26.4896,496.808,658.389,662.184,31.1807,427.309,534.385,622.019,611.315,178.979,382.743,482.013,653.099,599.429,89.8994,341.23,603.048,565.455,664.701,173.726,159.153,476.084,621.191,685.078,217.049,294.97,563.257,590.421,668.28,259.881,442.886,608.932,619.451,515.667,102.974
43,27.06,496.425,656.564,662.454,28.5788,424.464,534.75,621.428,611.936,179.024,382.078,482.31,651.577,599.403,90.7405,340.872,603.253,563.773,665.872,173.586,157.435,478.218,621.384,685.667,218.919,293.495,563.898,589.664,665.828,261.412,441.815,607.225,617.104,518.296,103.247
44,26.0649,499.103,658.726,662.209,30.9152,425.906,533.56,622.474,611.523,177.853,384.231,481.516,653.752,597.864,90.3124,339.528,604.865,564.724,665.803,174.302,158.26,477.869,619.618,682.938,218.783,293.681,562.268,588.548,666.015,261.083,442.53,606.695,619.826,518.122,101.987
45,27.6329,498.586,658.992,663.648,28.0686,426.63,533.386,623.532,611.589,179.569,384.801,483.681,652.876,599.916,89.1134,339.965,601.945,565.42,665.72,174.27,158.659,477.647,620.498,684.413,220.803,293.575,563.654,589.918,665.534,260.074,443.611,609.197,620.091,517.245,103.305
46,25.415,497.544,657.61,662.846,30.41,426.083,533.791,623.213,611.002,180.236,382.355,484.559,653.164,599.012,90.2669,341.063,602.982,563.837,664.085,174.334,155.548,476.85,620.817,684.957,220.453,295.567,562.673,589.392,666.816,260.324,441.521,607.21,618.758,514.71,105.098
47,26.1906,498.473,656.736,661.955,30.0783,425.169,531.822,621.945,610.597,177.817,382.112,482.17,653.186,598.326,91.6982,339.373,604.114,565.323,665.895,173.94,157.227,477.001,622.678,684.595,217.359,295.931,563.939,587.745,665.854,260.432,441.817,607.651,619.089,516.094,101.408
48,25.6366,496.66,657.631,661.354,31.6895,426.185,534.41,623.093,610.675,180.344,381.129,483.36,654.192,597.964,88.4803,341.326,604.44,565.312,665.299,175.37,157.888,477.519,621.006,683.866,219.601,294.11,562.883,587.632,667.224,260.655,441.825,608.257,618.625,514.746,104.019
49,25.7984,499.147,660.715,660.966,33.1711,426.519,535.227,622.59,609.898,181.242,381.933,484.886,653.346,600.583,89.4999,340.776,605.561,564.086,665.648,174.793,157.481,477.494,622.3,683.115,219.324,294.265,562.732,588.605,666.739,261.572,440.921,609.65,619.538,515.777,103.495
50,27.7996,499.241,658.828,662.707,28.535,427.281,533.88,621.081,611.417,181.463,384.245,484.534,652.788,600.452,90.0816,340.357,604.129,563.441,665.557,173.774,160.031,477.513,623.148,685.327,217.725,293.143,561.658,587.972,665.211,260.505,442.134,609.906,619.44,516.943,102.564
51,25.4691,496.838,658.913,661.951,32.3647,426.572,534.096,621.501,611.595,180.584,383.418,484.149,652.15,598.371,90.1369,341.381,603.118,565.316,666.814,174.323,158.374,477.825,620.634,683.675,218.3,294.824,562.375,589.615,668.579,260.928,442.778,608.775,617.534,516.12,104.418
52,26.1269,497.019,658.101,660.703,31.5936,424.883,536.827,622.667,612.423,180.43,384.419,485.296,652.042,597.082,88.5831,340.68,602.943,564.769,664.292,173.794,158.629,474.625,620.482,683.657,216.258,294.259,563.356,590.185,667.018,258.621,442.216,607.688,620.254,516.442,102.616
53,25.4396,496.925,660.932,662.67,31.6809,425.414,535.284,622.727,610.727,179.668,383.424,481.937,651.883,599.236,90.5039,339.496,601.948,564.282,665.903,173.472,157.993,477.077,619.144,683.716,220.643,295.96,562.93,586.915,666.642,261.61,442.332,608.577,618.754,515.39,104.602
54,26.7161,497.089,656.712,663.018,30.8141,425.1,533.584,622.758,610.716,178.661,383.721,483.494,652.501,598.044,90.3805,341.223,605.039,564.909,665.292,171.865,155.305,476.984,620.319,683.633,219.229,293.188,560.213,588.386,666.667,261.38,443.008,607.647,618.46,516.118,101.708
55,24.8759,498.019,658.463,660.592,31.3603,426.81,534.251,623.605,611.913,178.827,383.341,483.392,653.218,601.278,89.3468,340.03,602.232,564.763,667.019,173.641,156.463,474.536,620.297,684.338,218.866,293.09,564.166,589.197,667.328,261.196,443.63,607.161,619,515.875,104.577
56,27.6046,497.15,658.395,661.486,32.9516,427.656,534.456,621.738,610.938,179.34,383.422,482.625,651.773,598.213,89.1099,341.502,602.704,565.921,666.171,173.224,157.608,475.117,621.487,682.902,218.854,293.73,562.431,587.559,666.702,260.8,440.668,607.851,619.911,516.433,102.335
57,25.8305,498.215,658.994,661.922,31.5748,425.825,533.554,622.978,610.823,180.042,383.675,483.254,651.72,600.553,88.6772,342.078,603.958,563.899,667.603,173.988,158.746,477.611,621.324,682.294,218.118,293.677,560.571,589.787,664.998,259.424,443.831,607.808,619.101,518.438,102.831
58,26.8791,496.557,657.756,663.976,30.6213,425.982,533.08,624.528,611.018,180.379,383.209,482.984,652.518,597.276,91.1807,338.747,604.118,566.347,665.533,174.225,156.29,477.978,621.658,684.953,219.456,294.478,563.786,589.738,666.889,258.768,442.51,607.773,619.484,517.809,104.127
59,26.8522,497.284,658.618,663.37,29.9885,426.035,533.459,622.768,610.6,179.628,383.176,483.705,652.009,598.177,88.3242,340.599,603.256,565.201,664.585,175.095,157.408,476.28,622.316,686.495,217.844,293.348,562.059,586.699,667.462,259.636,442.969,607.003,617.979,515.496,103.264
60,25.3882,497.269,658.547,661.041,31.1929,424.707,533.875,621.738,613.524,179.747,382.175,484.28,652.459,598.189,92.9935,339.738,604.142,564.578,664.367,174.79,159.717,476.165,622.073,685.081,219.206,295.029,562.323,587.826,664.873,260.742,442.536,608.92,618.378,514.878,102.181
61,26.2464,496.382,660.009,662.47,30.4161,425.686,535.31,621.231,610.798,180.227,384.282,484.567,653.943,598.789,89.9082,340.572,603.681,564.415,665.422,172.83,157.943,477.918,620.071,684.422,218.782,293.386,562.963,588.218,666.557,259.783,442.943,607.47,619.165,514.663,102.531
62,26.9598,496.892,659.127,663.022,30.3774,427.042,535.812,622.466,612.348,179.962,383.299,483.065,654.762,598.243,87.3068,340.54,603.297,564.613,665.875,174.133,157.108,477.008,620.747,683.474,218.22,294.852,561.983,590.167,666.372,260.372,441.755,606.989,619.742,515.337,104.254
63,26.6616,498.636,657.813,661.939,32.3929,425.541,533.537,622.43,610.956,179.187,381.359,482.909,651.095,597.963,91.023,339.995,605.321,565.677,663.329,175.935,160.044,477.174,620.728,682.538,219.548,294.432,562.806,590.5,667.751,259.288,440.797,607.852,620.962,515.66,101.816
64,26.2489,498.786,659.176,662.04,31.2016,425.716,535.361,623.677,610.052,177.562,385.23,484.185,654.399,599.011,89.9627,341.143,603.892,565.312,666.003,172.575,157.615,479.063,619.908,684.148,220.187,292.764,561.801,589.615,665.856,262.89,442.16,608.989,619.784,515.288,104.735
65,24.383,498.281,658.442,662.529,31.9948,426.185,535.388,624.801,611.599,178.097,384.31,483.537,654.589,597.689,90.0617,339.503,604.785,566.6,665.808,174.992,157.29,476.113,620.467,684.701,219.782,295.013,561.588,588.603,666.061,259.646,443.307,608.607,619.956,517.012,104.669
66,24.1913,495.978,656.118,663.069,29.674,425.372,533.626,622.169,609.848,179.365,382.776,484.611,652.75,598.029,91.7336,340.253,604.519,565.436,665.53,172.752,157.741,477.838,622.729,682.386,218.595,293.061,563.552,586.102,666.867,259.958,443.046,607.578,619.861,515.793,102.825
67,25.609,500.339,659.219,661.274,32.0686,424.982,536.46,622.892,611.2,179.686,382.796,484.025,655.066,599.129,87.5361,339.777,603.235,564.196,664.953,173.592,157.253,479.09,622.126,683.227,217.433,293.693,562.657,589.452,667.273,259.962,442.412,607.596,618.565,514.907,104.305
68,26.6215,496.431,656.408,660.981,31.158,427.447,534.389,624.809,611.2,179.35,385.409,484.373,653.28,598.381,89.3899,340.469,604.82,564.639,666.023,173.606,157.422,478.767,619.551,686.782,219.257,291.914,563.432,589.031,665.663,259.844,443.504,609.357,619.76,515.972,104.37
69,26.2375,498.529,660.562,663.807,30.2031,425.588,534.395,622.507,612.25,179.409,383.878,483.226,653.911,599.378,90.6771,341.803,603.454,565.099,664.428,173.053,156.216,479.325,621.561,682.762,219.439,293.369,562.796,586.262,666.721,259.517,441.519,608.636,619.166,517.327,103.575
70,26.2224,497.374,658.613,662.22,30.4639,425.869,534.089,621.132,612.088,180.905,382.863,483.178,654.179,598.255,89.7411,340.822,604.115,565.21,666.18,173.786,158.306,479.516,619.204,685.083,219.456,293.168,562.719,587.613,666.499,260.683,442.696,608.478,621.182,515.99,102.873
71,25.4149,496.928,657.783,662.353,31.5859,426.714,533.982,622.926,613.112,179.758,382.017,483.048,652.28,597.937,90.957,341.107,604.973,563.141,662.918,174.855,160.143,477.094,620.091,685.063,219.703,294.816,561.404,588.329,666.879,259.303,443.043,610.138,620.547,515.758,103.092
72,24.9619,498.757,658.708,662.41,30.7439,426.951,534.245,621.867,612.218,180.158,383.629,483.897,653.215,598.334,89.531,339.808,603.68,565.787,667.072,174.07,157.331,476.288,620.77,682.344,218.962,294.886,562.326,587.6,664.745,259.832,442.098,607.829,621.881,514.218,103.518
73,25.5196,498.026,658.844,663.435,32.1017,425.664,533.8,621.248,611.243,178.206,382.795,484.006,653.107,597.227,90.2651,341.03,602.09,565.88,665.779,172.347,158.431,477.844,619.22,684.886,218.771,295.301,563.119,589.835,667.741,261.32,443.441,608.216,619.321,514.187,101.137
74,25.5993,498.399,660.355,661.567,31.0789,426.855,533.969,622.648,611.156,178.512,382.857,483.63,651.842,598.818,90.1831,341.373,603.435,564.031,664.96,174.036,156.574,476.374,620.718,683.626,216.868,293.374,561.507,587.526,667.743,261.68,439.523,609.064,618,516.261,102.365
75,26.7272,498.238,658.865,661.746,31.4179,424.198,533.53,622.732,610.175,180.73,384.127,483.889,654.052,598.632,90.277,339.992,602.957,564.723,666.348,174.999,158.771,476.275,622.599,683.651,218.307,294.724,562.015,589.096,665.023,260.698,442.664,606.519,619.807,517.412,103.12
76,27.0635,496.652,657.112,662.43,30.9695,425.461,536.685,621.258,612.005,179.649,382.879,482.533,653.576,597.552,88.5491,339.149,603.838,564.565,665.891,173.361,159.788,477.209,618.031,685.77,218.527,292.906,562.455,589.201,666.616,262.487,441.989,608.232,619.337,515.795,103.147
77,25.0116,497.471,658.528,662.113,30.0475,425.599,533.372,621.372,611.734,179.134,383.168,482.876,653.079,598.658,89.0498,340.402,604.056,564.448,664.895,174.138,158.279,478.385,621.409,684.423,219.454,293.238,561.822,587.263,665.009,260.937,441.592,608.977,618.961,515.154,104.2
78,27.7378,498.186,658.649,661.951,30.5568,427.18,535.655,623.656,612.155,178.197,383.491,482.36,651.291,597.829,89.3473,340.442,603.054,565.432,666.691,174.047,157.612,477.434,622.272,682.809,217.983,294.082,562.447,588.582,666.857,260.42,442.525,608.923,619.844,515.713,103.029
79,24.9731,495.397,658.663,663.072,30.5194,425.269,533.015,623.466,609.876,179.971,382.904,483.078,653.712,596.986,91.1503,340.888,603.883,565.886,665.724,175.124,159.576,475.846,620.528,683.281,219.044,293.671,563.642,588.298,666.345,260.629,442.882,608.825,620.009,516.94,102.061
80,26.0456,497.099,658.968,663.972,30.7553,424.652,535.24,622.725,610.777,179.644,382.436,483.209,652.404,596.447,91.0379,338.791,603.388,565.195,666.229,174.183,158.024,475.35,621.176,683.609,219.901,293.827,562.353,588.218,666.71,260.568,442.887,609.58,619.094,515.401,102.267
81,27.0134,497.102,659.921,661.178,29.9813,425.52,533.614,623.504,610.651,180.139,383.007,481.556,651.844,599.627,87.6701,341.27,604.54,564.155,663.378,174.757,157.339,477.59,620.008,683.116,219.553,293.445,562.476,586.978,664.611,259.062,442.545,608.565,620.406,516.452,102.142
82,25.7338,496.557,657.374,663.369,30.7291,425.891,536.406,622.867,611.927,180.206,381.527,483.536,651.65,598.766,92.0468,339.675,603.763,565.946,666.394,173.579,157.822,477.254,620.077,682.859,218.563,293.364,561.804,587.977,667.716,259.225,442.292,606.861,619.33,514.995,100.628
83,25.3474,497.204,659.368,662.935,29.7863,425.192,535.971,623.596,611.113,179.392,383.39,484.69,651.289,598.824,89.9654,339.962,604.25,562.948,666.879,175.138,156.045,476.86,621.858,683.963,221.026,293.975,561.698,587.408,666.813,259.311,440.417,608.604,619.063,515.952,102.797
84,25.0311,497.798,657.904,663.208,29.3833,425.578,534.632,620.857,610.602,178.745,381.988,483.631,653.957,600.246,89.9746,338.72,603.238,565.384,665.648,172.76,157.375,476.238,619.494,682.724,219.448,293.58,562.047,588.484,665.517,259.86,445.667,607.81,619.196,515.471,103.271
85,25.1554,496.855,658.561,662.057,30.6196,425.679,533.606,622.063,609.831,179.204,382.59,482.547,653.879,597.708,89.7439,339.243,602.077,564.902,667.03,172.91,156.441,475.93,621.7,684.468,219.035,292.984,562.159,589.007,665.598,259.456,441.242,607.899,620.644,516.707,102.417
86,26.3968,496.709,658.106,663.127,29.3864,424.78,536.654,623.44,610.588,180.909,384.702,484.087,651.622,597.645,91.2883,340.157,602.51,565.618,666.794,174.673,157.744,475.799,622.523,684.153,218.606,293.56,563.673,589.239,667.22,261.212,442.36,608.8,619.558,515.518,103.119
87,25.8271,495.106,660.031,661.058,30.6036,424.548,535.595,622.978,612.305,178.725,384.43,482.847,654.983,597.957,89.9335,341.034,603.526,563.27,664.368,173.461,158.202,477.986,620.689,685.545,221.033,293.494,560.955,588.719,665.682,259.619,442.655,609.606,619.929,514.934,101.015
88,27.2884,498.455,659.917,663.846,31.143,424.577,534.703,621.794,612.493,179.286,381.956,484.839,652.752,598.307,88.7016,338.419,603.132,565.812,664.808,174.501,159.125,476.671,620.659,685.495,220.319,293.291,563.287,588.681,665.259,260.91,441.569,608.91,620.667,515.922,103.085
