real_name,obd_irr_paddy_20160531,obd_irr_paddy_20160630,obd_irr_paddy_20160731,obd_irr_paddy_20160831,obd_irr_paddy_20160930,obd_irr_paddy_20170531,obd_irr_paddy_20170630,obd_irr_paddy_20170731,obd_irr_paddy_20170831,obd_irr_paddy_20170930,obd_irr_paddy_20180531,obd_irr_paddy_20180630,obd_irr_paddy_20180731,obd_irr_paddy_20180831,obd_irr_paddy_20180930,obd_irr_paddy_20190531,obd_irr_paddy_20190630,obd_irr_paddy_20190731,obd_irr_paddy_20190831,obd_irr_paddy_20190930,obd_irr_paddy_20200531,obd_irr_paddy_20200630,obd_irr_paddy_20200731,obd_irr_paddy_20200831,obd_irr_paddy_20200930,obd_irr_paddy_20210531,obd_irr_paddy_20210630,obd_irr_paddy_20210731,obd_irr_paddy_20210831,obd_irr_paddy_20210930,obd_irr_paddy_20220531,obd_irr_paddy_20220630,obd_irr_paddy_20220731,obd_irr_paddy_20220831,obd_irr_paddy_20220930
21,438.782,478.094,639.784,540.754,181.011,456.616,472.335,626.222,543.316,161.269,438.722,439.611,652.651,573.869,170.121,439,468.958,647.351,572.653,172.35,408.901,451.286,607.027,573.988,177.083,428.151,428.265,595.057,530.491,147.859,446.116,475.764,629.063,607.594,184.871
22,438.782,478.094,639.781,540.768,181.018,456.616,472.335,626.311,543.434,161.288,438.722,439.611,652.691,574.162,170.137,439,468.958,647.381,572.773,172.379,408.901,451.286,607.074,574.098,177.101,428.151,428.265,595.093,530.586,147.874,446.116,475.764,629.112,608.019,184.947
23,419.941,459.026,624.446,527.755,175.224,437.773,451.868,612.424,530.231,156.545,422.311,419.009,635.717,558.933,165.03,421.749,451.034,630.869,558.812,167.711,392.255,431.249,594.284,558.528,171.794,412.041,413.277,580.65,519.039,143.795,424.91,455.658,615.017,588.877,178.714
24,438.782,478.094,639.864,540.916,181.087,456.616,472.335,626.4,543.944,161.473,438.722,439.612,652.922,574.632,170.291,439,468.959,647.589,573.272,172.811,408.901,451.296,607.634,574.3,177.256,428.151,428.293,595.194,531.183,148.093,446.116,475.855,629.272,609.003,185.36
25,438.782,478.094,639.762,540.701,180.987,456.616,472.335,626.185,543.229,161.254,438.722,439.611,652.637,573.665,170.109,439,468.958,647.34,572.581,172.332,408.901,451.286,606.997,573.897,177.068,428.151,428.265,595.047,530.415,147.848,446.116,475.764,629.046,607.278,184.814
26,438.782,478.094,639.774,540.741,181.005,456.616,472.335,626.205,543.583,161.355,438.722,439.612,652.754,573.917,170.218,439,468.959,647.446,572.786,172.557,408.901,451.294,607.363,573.985,177.172,428.151,428.285,595.061,530.774,147.962,446.116,475.829,629.055,607.724,185.045
27,438.782,478.094,639.75,540.558,180.919,456.616,472.335,626.164,543.206,161.274,438.722,439.611,652.685,573.309,170.144,439,468.958,647.391,572.413,172.357,408.901,451.291,607.184,573.721,177.09,428.151,428.277,595.047,530.426,147.883,446.116,475.802,629.028,606.745,184.805
28,438.782,478.094,641.932,543.06,181.879,456.616,472.335,629.776,545.874,161.627,438.722,438.938,652.914,575.427,170.199,436.639,461.109,644.893,573.144,172.456,408.901,446.034,606.412,574.973,177.234,428.151,422.021,593.666,531.05,147.938,439.259,465.271,630.671,608.389,185.001
29,438.782,478.094,639.757,540.734,181.002,456.616,472.335,626.252,543.737,161.388,438.722,439.612,652.791,574.184,170.247,439,468.959,647.479,572.953,172.642,408.901,451.295,607.444,574.096,177.204,428.151,428.288,595.079,530.923,148.011,446.116,475.84,629.08,608.154,185.141
30,438.782,478.094,639.752,540.674,180.974,456.616,472.335,626.167,543.336,161.293,438.722,439.611,652.684,573.647,170.155,439,468.958,647.384,572.592,172.387,408.901,451.29,607.154,573.871,177.108,428.151,428.275,595.047,530.534,147.895,446.116,475.796,629.039,607.242,184.887
31,438.782,478.094,639.787,540.444,180.864,456.616,472.335,626.262,542.893,161.194,438.722,439.611,652.702,573.231,170.084,439,468.958,647.387,572.291,172.259,408.901,451.286,607.019,573.609,177.018,428.151,428.265,595.059,530.236,147.819,446.116,475.764,629.147,606.873,184.739
32,438.782,478.094,639.831,540.817,181.052,456.616,472.335,626.345,543.973,161.502,438.722,439.612,652.88,574.483,170.294,439,468.959,647.551,573.216,172.851,408.901,451.297,607.653,574.205,177.252,428.151,428.295,595.129,531.132,148.115,446.116,475.863,629.165,608.776,185.362
33,438.782,478.094,639.772,540.571,180.928,456.616,472.335,626.189,543.496,161.408,438.722,439.612,652.78,573.467,170.234,439,468.959,647.478,572.702,172.693,408.901,451.296,607.496,573.759,177.173,428.151,428.294,595.054,530.696,148.029,446.116,475.858,629.041,607.214,185.055
34,438.782,478.094,639.75,540.558,180.919,456.616,472.335,626.164,543.064,161.23,438.722,439.611,652.633,573.243,170.095,439,468.958,647.344,572.358,172.284,408.901,451.287,607.019,573.705,177.045,428.151,428.267,595.043,530.286,147.833,446.116,475.771,629.028,606.637,184.71
35,438.782,478.094,639.866,540.861,181.061,456.616,472.335,626.49,543.507,161.299,438.722,439.611,653.058,574.148,170.136,439,468.958,647.546,572.801,172.387,408.901,451.286,607.122,574.129,177.106,428.151,428.265,595.158,530.709,147.893,446.116,475.764,629.496,608.079,184.959
36,438.782,478.094,639.75,540.553,180.917,456.616,472.335,626.163,543.024,161.219,438.722,439.611,652.621,573.214,170.082,439,468.958,647.333,572.338,172.272,408.901,451.286,606.98,573.694,177.034,428.151,428.265,595.042,530.248,147.82,446.116,475.764,629.028,606.595,184.684
37,438.782,478.094,639.75,540.545,180.913,456.616,472.335,626.164,543.366,161.326,438.722,439.612,652.749,573.351,170.202,439,468.959,647.451,572.547,172.545,408.901,451.295,607.39,573.719,177.143,428.151,428.288,595.052,530.583,147.96,446.116,475.841,629.027,606.897,184.912
38,438.782,478.094,640.59,542.081,181.582,456.616,472.335,627.878,545.848,161.673,438.722,439.611,654.963,576.794,170.34,439,468.07,646.469,574.846,172.942,408.901,450.787,606.06,576.28,177.492,428.151,424.722,592.903,532.676,148.204,443.509,467.207,630.144,611.364,185.609
39,438.782,478.094,639.766,540.711,180.991,456.616,472.335,626.191,543.242,161.257,438.722,439.611,652.639,573.696,170.111,439,468.958,647.341,572.597,172.336,408.901,451.286,607.002,573.91,177.07,428.151,428.265,595.049,530.427,147.85,446.116,475.764,629.049,607.326,184.822
40,438.782,478.094,639.75,540.543,180.912,456.616,472.335,626.164,543.284,161.301,438.722,439.611,652.72,573.308,170.175,439,468.959,647.425,572.456,172.448,408.901,451.293,607.3,573.709,177.118,428.151,428.283,595.049,530.503,147.915,446.116,475.824,629.027,606.782,184.859
41,438.782,478.094,639.75,540.538,180.909,456.616,472.335,626.163,543.003,161.215,438.722,439.611,652.62,573.172,170.08,439,468.958,647.332,572.314,172.266,408.901,451.286,606.98,573.675,177.03,428.151,428.265,595.042,530.231,147.817,446.116,475.764,629.027,606.531,184.671
42,363.681,395.936,580.534,492.451,159.266,378.308,391.309,572.447,492.712,142.884,371.607,359.783,584.189,514.725,146.711,370.183,384.678,559.376,514.15,150.459,339.217,370.169,549.112,508.318,153.214,364.661,358.438,525.267,460.022,134.154,347.233,357.749,551.337,529.821,156.478
43,438.782,478.094,639.77,540.538,180.91,456.616,472.335,626.187,543.442,161.396,438.722,439.612,652.776,573.371,170.227,439,468.959,647.476,572.642,172.672,408.901,451.296,607.487,573.714,177.165,428.151,428.293,595.054,530.649,148.019,446.116,475.857,629.036,607.06,185.021
44,438.782,478.094,639.75,540.552,180.916,456.616,472.335,626.164,543.382,161.333,438.722,439.612,652.751,573.374,170.205,439,468.959,647.452,572.567,172.557,408.901,451.295,607.397,573.73,177.146,428.151,428.289,595.052,530.599,147.966,446.116,475.842,629.027,606.938,184.923
45,438.782,478.094,639.796,540.777,181.022,456.616,472.335,626.329,543.879,161.461,438.722,439.612,652.842,574.373,170.277,439,468.959,647.519,573.107,172.766,408.901,451.296,607.559,574.154,177.233,428.151,428.293,595.104,531.055,148.072,446.116,475.855,629.117,608.552,185.279
46,438.782,478.094,639.777,540.752,181.01,456.616,472.335,626.214,543.672,161.393,438.722,439.612,652.782,573.981,170.243,439,468.959,647.472,572.887,172.651,408.901,451.295,607.448,574.009,177.197,428.151,428.29,595.064,530.866,148.016,446.116,475.845,629.058,607.882,185.108
47,438.782,478.094,639.75,540.524,180.903,456.616,472.335,626.163,542.982,161.212,438.722,439.611,652.619,573.133,170.078,439,468.958,647.332,572.291,172.26,408.901,451.286,606.98,573.656,177.027,428.151,428.265,595.042,530.215,147.815,446.116,475.764,629.025,606.472,184.659
48,436.699,475.99,638.087,539.334,180.364,454.534,470.188,624.769,541.904,160.75,436.91,437.362,650.794,572.419,169.565,437.141,466.981,645.552,571.192,171.833,407.06,449.225,605.635,572.353,176.506,426.372,426.683,593.554,529.266,147.411,443.762,473.65,627.542,605.809,184.234
49,438.782,478.094,639.75,540.541,180.911,456.616,472.335,626.163,543.007,161.216,438.722,439.611,652.62,573.181,170.08,439,468.958,647.332,572.319,172.267,408.901,451.286,606.98,573.679,177.031,428.151,428.265,595.042,530.235,147.818,446.116,475.764,629.027,606.544,184.674
50,438.782,478.094,639.827,540.851,181.056,456.616,472.335,626.308,543.474,161.305,438.722,439.611,652.773,574.368,170.17,439,468.958,647.451,572.901,172.425,408.901,451.288,607.186,574.174,177.134,428.151,428.27,595.144,530.723,147.909,446.116,475.78,629.196,608.319,185.039
51,438.782,478.094,639.751,540.481,180.881,456.616,472.335,626.167,543.203,161.287,438.722,439.611,652.718,573.093,170.164,439,468.959,647.427,572.351,172.425,408.901,451.293,607.305,573.631,177.106,428.151,428.283,595.05,530.414,147.901,446.116,475.825,629.024,606.536,184.813
52,438.782,478.094,639.75,540.665,180.97,456.616,472.335,626.165,543.461,161.332,438.722,439.611,652.732,573.681,170.199,439,468.959,647.428,572.666,172.509,408.901,451.293,607.31,573.874,177.148,428.151,428.284,595.05,530.663,147.942,446.116,475.826,629.037,607.343,184.969
53,422.423,461.542,626.482,529.552,175.987,440.257,454.435,614.319,531.5,157.079,424.475,421.752,637.862,560.964,165.607,423.973,453.399,632.965,560.551,168.101,394.447,433.69,595.639,560.61,172.407,414.166,415.62,582.495,520.298,143.997,427.734,458.112,616.889,591.352,179.379
54,438.782,478.094,639.75,540.597,180.938,456.616,472.335,626.164,543.086,161.23,438.722,439.611,652.624,573.35,170.09,439,468.958,647.333,572.409,172.29,408.901,451.286,606.98,573.754,177.044,428.151,428.265,595.042,530.298,147.829,446.116,475.764,629.031,606.795,184.723
55,438.782,478.094,640.684,542.22,181.63,456.616,472.335,628.074,546.204,161.768,438.722,439.612,655.218,577.1,170.393,439,468.117,646.785,575.208,173.149,408.901,451.015,606.494,576.514,177.563,428.151,424.88,593.199,533.055,148.313,444.076,467.598,630.448,611.922,185.778
56,438.782,478.094,639.758,540.692,180.982,456.616,472.335,626.179,543.286,161.273,438.722,439.611,652.66,573.667,170.132,439,468.958,647.361,572.592,172.35,408.901,451.288,607.074,573.889,177.088,428.151,428.27,595.048,530.476,147.871,446.116,475.78,629.043,607.273,184.852
57,438.782,478.094,639.78,540.759,181.013,456.616,472.335,626.215,543.556,161.344,438.722,439.611,652.74,573.951,170.204,439,468.959,647.433,572.757,172.501,408.901,451.292,607.313,574.005,177.161,428.151,428.282,595.062,530.743,147.948,446.116,475.819,629.06,607.745,185.027
58,433.122,472.374,635.169,536.619,179.206,450.958,466.497,622.045,539.034,159.776,433.797,433.497,647.51,568.914,168.534,433.719,463.582,642.367,568.22,170.82,403.897,444.68,603.055,569.122,175.428,423.315,423.958,590.89,526.783,146.571,439.805,470.006,624.828,601.221,182.831
59,438.782,478.094,639.87,540.932,181.094,456.616,472.335,626.425,543.561,161.309,438.722,439.611,652.805,574.515,170.156,439,468.958,647.474,572.979,172.429,408.901,451.286,607.165,574.277,177.129,428.151,428.265,595.206,530.719,147.895,446.116,475.764,629.297,608.553,185.041
60,438.782,478.094,639.751,540.675,180.975,456.616,472.335,626.172,543.572,161.38,438.722,439.612,652.768,573.753,170.232,439,468.959,647.46,572.798,172.637,408.901,451.295,607.42,573.897,177.18,428.151,428.29,595.053,530.774,148.006,446.116,475.846,629.038,607.534,185.052
61,438.782,478.094,639.75,540.54,180.91,456.616,472.335,626.163,543.006,161.216,438.722,439.611,652.62,573.178,170.08,439,468.958,647.332,572.317,172.266,408.901,451.286,606.98,573.678,177.031,428.151,428.265,595.042,530.234,147.818,446.116,475.764,629.027,606.539,184.673
62,438.782,478.094,639.833,540.86,181.061,456.616,472.335,626.321,543.417,161.286,438.722,439.611,652.754,574.355,170.148,439,468.958,647.43,572.882,172.406,408.901,451.286,607.108,574.173,177.113,428.151,428.265,595.15,530.656,147.885,446.116,475.764,629.208,608.306,184.998
63,438.782,478.094,639.75,540.573,180.927,456.616,472.335,626.164,543.249,161.284,438.722,439.611,652.694,573.365,170.154,439,468.958,647.398,572.448,172.376,408.901,451.291,607.209,573.743,177.101,428.151,428.278,595.047,530.466,147.894,446.116,475.807,629.029,606.834,184.833
64,409.185,448.093,615.627,520.464,171.963,426.987,440.714,604.504,522.432,153.762,412.915,407.195,625.895,550.472,162.008,412.093,440.75,621.284,550.796,164.797,379.346,420.612,586.611,549.82,168.69,402.38,403.837,572.193,512.302,140.79,412.631,443.659,606.958,578.082,175.021
65,438.782,478.094,639.75,540.59,180.935,456.616,472.335,626.171,543.459,161.364,438.722,439.612,652.762,573.496,170.219,439,468.959,647.46,572.661,172.608,408.901,451.295,607.424,573.783,177.162,428.151,428.291,595.053,530.67,147.992,446.116,475.847,629.03,607.159,184.986
66,438.782,478.094,639.861,540.916,181.087,456.616,472.335,626.408,543.542,161.307,438.722,439.611,652.794,574.481,170.156,439,468.958,647.467,572.959,172.426,408.901,451.286,607.159,574.252,177.127,428.151,428.266,595.198,530.721,147.896,446.116,475.766,629.288,608.527,185.04
67,438.782,478.094,639.75,540.548,180.914,456.616,472.335,626.164,543.254,161.291,438.722,439.611,652.707,573.306,170.163,439,468.959,647.412,572.429,172.404,408.901,451.292,607.257,573.713,177.108,428.151,428.281,595.049,530.474,147.903,446.116,475.816,629.027,606.757,184.838
68,438.782,478.094,639.762,540.75,181.009,456.616,472.335,626.234,543.634,161.361,438.722,439.611,652.758,574.082,170.219,439,468.959,647.448,572.84,172.549,408.901,451.293,607.361,574.061,177.178,428.151,428.284,595.068,530.818,147.965,446.116,475.825,629.07,607.957,185.077
69,438.782,478.094,639.75,540.552,180.916,456.616,472.335,626.163,543.023,161.219,438.722,439.611,652.621,573.213,170.082,439,468.958,647.332,572.337,172.271,408.901,451.286,606.98,573.694,177.034,428.151,428.265,595.042,530.247,147.82,446.116,475.764,629.028,606.594,184.684
70,438.782,478.094,639.784,540.755,181.012,456.616,472.335,626.221,543.315,161.269,438.722,439.611,652.65,573.865,170.121,439,468.958,647.351,572.651,172.349,408.901,451.286,607.026,573.987,177.083,428.151,428.265,595.057,530.49,147.859,446.116,475.764,629.063,607.588,184.87
71,438.782,478.094,639.785,540.551,180.929,456.616,472.335,626.203,543.512,161.43,438.722,439.612,652.789,573.421,170.24,439,468.959,647.488,572.713,172.741,408.901,451.297,607.56,573.728,177.177,428.151,428.296,595.055,530.69,148.055,446.116,475.865,629.051,607.183,185.083
72,438.782,478.094,639.753,540.678,180.976,456.616,472.335,626.169,543.472,161.333,438.722,439.611,652.732,573.718,170.199,439,468.959,647.428,572.682,172.507,408.901,451.293,607.306,573.892,177.149,428.151,428.283,595.051,530.671,147.942,446.116,475.824,629.039,607.397,184.976
73,438.782,478.094,639.77,540.725,180.998,456.616,472.335,626.198,543.26,161.26,438.722,439.611,652.642,573.736,170.113,439,468.958,647.344,572.606,172.338,408.901,451.286,607.008,573.93,177.074,428.151,428.265,595.051,530.442,147.852,446.116,475.764,629.052,607.39,184.834
74,438.782,478.094,639.76,540.702,180.987,456.616,472.335,626.186,543.605,161.383,438.722,439.612,652.772,573.831,170.236,439,468.959,647.463,572.836,172.641,408.901,451.295,607.428,573.936,177.185,428.151,428.29,595.057,530.803,148.008,446.116,475.845,629.045,607.651,185.069
75,438.782,478.094,639.778,540.439,180.859,456.616,472.335,626.265,543.349,161.359,438.722,439.612,652.819,573.286,170.215,439,468.959,647.504,572.512,172.598,408.901,451.296,607.48,573.659,177.146,428.151,428.292,595.065,530.574,147.989,446.116,475.852,629.103,607.179,185.015
76,438.782,478.094,639.75,540.594,180.937,456.616,472.335,626.164,543.082,161.229,438.722,439.611,652.624,573.341,170.09,439,468.958,647.333,572.405,172.288,408.901,451.286,606.98,573.75,177.043,428.151,428.265,595.042,530.294,147.828,446.116,475.764,629.031,606.781,184.72
77,438.782,478.094,639.759,540.717,180.994,456.616,472.335,626.259,543.379,161.28,438.722,439.611,652.667,574.027,170.13,439,468.958,647.365,572.723,172.367,408.901,451.286,607.043,574.052,177.094,428.151,428.265,595.07,530.543,147.867,446.116,475.764,629.083,607.823,184.912
78,438.782,478.094,639.75,540.521,180.901,456.616,472.335,626.163,543.099,161.248,438.722,439.611,652.663,573.18,170.119,439,468.958,647.373,572.332,172.308,408.901,451.289,607.122,573.665,177.065,428.151,428.273,595.045,530.33,147.857,446.116,475.791,629.025,606.535,184.738
79,438.782,478.094,639.75,540.603,180.941,456.616,472.335,626.164,543.319,161.301,438.722,439.611,652.707,573.465,170.169,439,468.959,647.409,572.51,172.414,408.901,451.292,607.245,573.785,177.117,428.151,428.28,595.048,530.53,147.91,446.116,475.814,629.031,606.991,184.878
80,438.782,478.094,639.888,540.921,181.103,456.616,472.335,626.408,544.017,161.516,438.722,439.612,652.929,574.655,170.305,439,468.959,647.606,573.357,172.901,408.901,451.297,607.72,574.297,177.27,428.151,428.296,595.188,531.23,148.14,446.116,475.866,629.28,609.114,185.433
81,418.458,457.52,623.262,526.683,174.739,436.286,450.332,611.366,529.154,156.224,421.016,417.368,634.403,557.528,164.633,420.419,449.617,629.584,557.697,167.448,390.944,429.785,593.379,557.177,171.371,410.77,412.277,579.556,518.119,143.526,423.219,454.163,613.929,587.227,178.279
82,438.782,478.094,639.869,541.185,181.21,456.616,472.335,626.463,543.993,161.376,438.722,439.611,652.952,574.984,170.181,439,468.958,647.49,573.258,172.491,408.901,451.286,607.165,574.631,177.185,428.151,428.265,595.215,530.992,147.935,446.116,475.764,629.456,609.206,185.15
83,438.782,478.094,639.758,540.717,180.994,456.616,472.335,626.255,543.374,161.279,438.722,439.611,652.665,574.016,170.129,439,468.958,647.364,572.719,172.366,408.901,451.286,607.04,574.048,177.093,428.151,428.265,595.07,530.542,147.867,446.116,475.764,629.081,607.807,184.909
84,438.782,478.094,639.808,540.815,181.04,456.616,472.335,626.274,543.398,161.283,438.722,439.611,652.723,574.258,170.142,439,468.958,647.407,572.827,172.392,408.901,451.286,607.095,574.148,177.109,428.151,428.265,595.124,530.624,147.88,446.116,475.764,629.157,608.162,184.973
85,381.59,419.62,592.822,502.317,163.756,395.189,407.488,577.16,501.223,145.725,388.508,370.054,592.97,525.727,149.361,384.636,390.824,583.048,525.798,154.594,350.616,379.928,557.915,521.995,157.079,377.584,365.363,535.525,484.024,130.785,367.271,388.34,573.155,545.06,161.909
86,438.782,478.094,639.75,540.605,180.942,456.616,472.335,626.164,543.097,161.232,438.722,439.611,652.624,573.374,170.092,439,468.958,647.333,572.422,172.293,408.901,451.286,606.98,573.765,177.046,428.151,428.265,595.042,530.307,147.83,446.116,475.764,629.032,606.831,184.73
87,438.782,478.094,639.769,540.725,180.998,456.616,472.335,626.196,543.537,161.344,438.722,439.611,652.742,573.859,170.207,439,468.959,647.436,572.753,172.526,408.901,451.293,607.328,573.958,177.16,428.151,428.283,595.058,530.729,147.951,446.116,475.824,629.051,607.62,185.016
88,438.782,478.094,641.527,542.809,181.818,456.616,472.335,629.629,546.744,161.876,438.722,439.612,654.761,576.246,170.372,438.706,463.32,645.468,573.715,172.937,408.901,449.911,607.404,575.19,177.394,428.151,424.247,593.772,531.61,148.17,442.376,466.611,630.493,609.127,185.395
89,438.782,478.094,639.779,540.752,181.01,456.616,472.335,626.213,543.295,161.265,438.722,439.611,652.647,573.817,170.118,439,468.958,647.348,572.63,172.344,408.901,451.286,607.019,573.969,177.08,428.151,428.265,595.055,530.472,147.857,446.116,475.764,629.059,607.514,184.857
90,438.782,478.094,639.776,540.743,181.006,456.616,472.335,626.207,543.397,161.298,438.722,439.611,652.687,573.842,170.155,439,468.958,647.385,572.664,172.388,408.901,451.289,607.147,573.969,177.114,428.151,428.272,595.056,530.579,147.895,446.116,475.789,629.057,607.542,184.924
91,438.782,478.094,639.822,540.79,181.043,456.616,472.335,626.263,543.85,161.493,438.722,439.612,652.823,574.124,170.28,439,468.959,647.508,573.081,172.844,408.901,451.298,607.624,574.056,177.234,428.151,428.297,595.069,531.007,148.112,446.116,475.867,629.092,608.268,185.293
